id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes
tm100106,My Amnesia Girl,MOVIE,2010,,110,"['romance', 'comedy']",['PH'],6.7,430
tm341561,Like Twenty Impossibles,MOVIE,2003,,16,[],['PS'],,
tm91176,Ijé: The Journey,MOVIE,2010,,106,['drama'],"['NG', 'US']",7,108
tm145690,Osuofia in London,MOVIE,2003,,84,['comedy'],['NG'],,
ts4924,At Dolphin Bay,SHOW,2003,TV-14,59,"['drama', 'comedy', 'romance']",['TW'],6.9,39
tm88343,Perazhagan,MOVIE,2004,,148,"['thriller', 'comedy', 'drama', 'romance']",['IN'],6.4,1496
ts126804,My MVP Valentine,SHOW,2002,TV-PG,69,['drama'],[],6.5,27
tm28024,A Very Special Love,MOVIE,2008,PG,105,"['romance', 'drama', 'comedy']",['PH'],6.5,388
ts188031,Pink Zone,SHOW,2007,,15,"['drama', 'romance', 'comedy']",['US'],6.1,47
tm89054,Osuofia in London 2,MOVIE,2004,,72,[],['XX'],,
tm481594,Bheem vs Aliens,MOVIE,2010,G,69,['animation'],[],7.7,35
ts29581,Unriddle,SHOW,2010,TV-14,44,"['thriller', 'action', 'drama']",['SG'],8,25
tm1077037,Chhota Bheem & Krishna: Pataliputra- City of the Dead,MOVIE,2010,G,65,['animation'],['IN'],,
tm639940,Tango with Me,MOVIE,2010,,104,"['drama', 'family', 'romance']",['US'],6.3,46
tm404676,To and from New York,MOVIE,2006,,82,[],['US'],,
tm598375,Chhota Bheem Aur Krishna,MOVIE,2008,G,69,"['animation', 'fantasy']",['IN'],6.4,310
ts82583,The Family Court,SHOW,2010,TV-MA,45,['drama'],['SG'],,
ts56595,Cocomong,SHOW,2008,TV-Y,13,['animation'],[],5.6,11
tm92671,Once a Gangster,MOVIE,2010,,95,"['crime', 'action', 'comedy']",['HK'],5.7,481
ts86241,Le Robe De Mariage Des Cieux,SHOW,2004,TV-MA,63,[],[],,
tm252951,Brother's Shadow,MOVIE,2006,,91,['drama'],['US'],6.1,147
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2009,,121,['drama'],['IN'],6.5,203
tm340006,Banyuki,MOVIE,2010,,182,['drama'],['JP'],7.4,15
ts8175,Call the Midwife,SHOW,2012,TV-PG,56,"['drama', 'history', 'european']",['GB'],8.5,25562
tm170758,Hop,MOVIE,2011,PG,95,"['comedy', 'fantasy', 'animation', 'family']",['US'],5.4,33734
tm166064,"Crazy, Stupid, Love.",MOVIE,2011,PG-13,118,"['romance', 'comedy', 'drama']",['US'],7.4,507878
ts20564,New Girl,SHOW,2011,TV-14,21,"['comedy', 'romance']",['US'],7.7,216209
ts278,Black Mirror,SHOW,2011,TV-MA,59,"['scifi', 'thriller', 'drama', 'european']",['GB'],8.8,515577
tm170442,Margin Call,MOVIE,2011,R,107,"['thriller', 'drama']",['US'],7.1,125883
tm41792,Django Unchained,MOVIE,2012,R,165,"['western', 'drama']",['US'],8.4,1472668
ts21580,Longmire,SHOW,2012,TV-14,53,"['western', 'action', 'crime', 'drama']",['US'],8.3,34362
tm50018,Looper,MOVIE,2012,R,119,"['thriller', 'scifi', 'drama', 'crime', 'action']",['US'],7.4,566791
ts20660,Shameless,SHOW,2011,TV-MA,54,"['drama', 'comedy']",['US'],8.6,230243
ts21806,Happy Endings,SHOW,2011,TV-14,21,"['comedy', 'romance']",['US'],7.8,37778
tm60292,Argo,MOVIE,2012,R,120,"['drama', 'thriller']","['US', 'GB']",7.7,600392
ts27680,Last Tango in Halifax,SHOW,2012,TV-14,59,"['comedy', 'drama', 'romance', 'european']",['GB'],8.3,6844
tm164877,Midnight in Paris,MOVIE,2011,PG-13,94,"['fantasy', 'romance', 'comedy']","['US', 'ES']",7.7,413541
ts21599,Ink Master,SHOW,2012,TV-14,42,['reality'],['US'],7.4,3874
ts33338,Top Boy,SHOW,2011,TV-MA,48,"['drama', 'thriller', 'crime', 'european']",['GB'],8.4,22420
tm166548,Warrior,MOVIE,2011,PG-13,140,"['drama', 'action', 'sport']",['US'],8.2,463276
ts32835,Hunter x Hunter,SHOW,2011,TV-14,23,"['drama', 'action', 'comedy', 'crime', 'animation', 'documentation', 'family', 'fantasy']",['JP'],9,87857
tm32982,Les Misérables,MOVIE,2012,PG-13,157,"['drama', 'romance', 'history', 'war']","['GB', 'US']",7.5,325132
ts17598,Arrow,SHOW,2012,TV-14,42,"['action', 'crime', 'drama', 'scifi']",['US'],7.5,425716
tm161802,The Girl with the Dragon Tattoo,MOVIE,2011,R,158,"['crime', 'thriller', 'drama']","['NO', 'SE', 'US']",7.8,454917
tm158304,Contagion,MOVIE,2011,PG-13,106,"['thriller', 'scifi', 'action', 'drama']","['US', 'AE']",6.8,300074
tm72140,Battleship,MOVIE,2012,PG-13,131,"['scifi', 'thriller', 'action', 'documentation']",['US'],5.8,246008
tm37153,Killing Them Softly,MOVIE,2012,R,104,"['crime', 'thriller', 'drama']",['US'],6.2,141289
tm160433,Just Go with It,MOVIE,2011,PG-13,117,"['romance', 'comedy']",['US'],6.4,239367
tm39896,Dark Shadows,MOVIE,2012,PG-13,113,"['comedy', 'fantasy', 'horror']",['US'],6.2,262998
tm178201,Sherlock Holmes: A Game of Shadows,MOVIE,2011,PG-13,129,"['crime', 'thriller', 'action']","['US', 'GB']",7.4,446531
tm59428,Silver Linings Playbook,MOVIE,2012,R,122,"['drama', 'romance', 'comedy']",['US'],7.7,697481
ts20457,The Legend of Korra,SHOW,2012,TV-Y7,23,"['action', 'scifi', 'comedy', 'drama', 'family', 'fantasy', 'animation']",['US'],8.4,117464
ts20429,Sword Art Online,SHOW,2012,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",['JP'],7.6,43727
tm176356,Sucker Punch,MOVIE,2011,PG-13,110,"['fantasy', 'thriller', 'action']","['US', 'CA']",6,241111
tm176507,Jackass 3.5,MOVIE,2011,,85,"['action', 'comedy', 'documentation']",['US'],,
ts6506,The Borgias,SHOW,2011,TV-MA,51,"['drama', 'history', 'romance', 'crime']","['CA', 'HU', 'US']",7.9,50556
ts20458,Ninjago: Masters of Spinjitzu,SHOW,2012,TV-Y7,17,"['scifi', 'comedy', 'family', 'fantasy', 'animation', 'action', 'european']","['DK', 'US']",7.2,4519
tm74848,Total Recall,MOVIE,2012,PG-13,120,"['thriller', 'scifi', 'crime', 'action']","['CA', 'US']",6.2,252051
ts34087,Puella Magi Madoka Magica,SHOW,2011,TV-14,24,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],8.3,9055
tm68272,Project X,MOVIE,2012,R,88,['comedy'],['US'],6.6,204959
tm60844,Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,NC-17,76,"['fantasy', 'war', 'animation', 'action', 'drama', 'horror']",['JP'],7.5,12278
tm160132,Soul Surfer,MOVIE,2011,PG,112,"['drama', 'family', 'sport']",['US'],7,49101
ts27468,Transformers: Rescue Bots,SHOW,2012,TV-Y7,22,"['action', 'scifi', 'comedy', 'family', 'animation']",['US'],6.4,915
tm172716,Final Destination 5,MOVIE,2011,R,92,"['horror', 'thriller', 'action', 'fantasy', 'documentation', 'european']",['US'],5.9,114505
tm278681,Puss in Boots,MOVIE,2011,PG,79,"['comedy', 'animation', 'family', 'fantasy', 'action']",['US'],6.6,156144
tm40319,Savages,MOVIE,2012,R,131,"['thriller', 'action', 'crime', 'drama']",['US'],6.4,129199
ts20556,Teen Mom 2,SHOW,2011,TV-14,41,"['reality', 'romance', 'documentation', 'comedy']",['US'],4.5,28
tm173624,Hall Pass,MOVIE,2011,R,105,"['romance', 'comedy']",['US'],5.9,125098
ts9794,Comedians in Cars Getting Coffee,SHOW,2012,TV-14,20,"['comedy', 'family', 'animation']",['US'],8,12363
ts20500,Lilyhammer,SHOW,2012,TV-MA,45,"['crime', 'comedy', 'drama']",['NO'],7.9,29196
tm62210,Rurouni Kenshin Part I: Origins,MOVIE,2012,PG-13,134,"['drama', 'war', 'action', 'history']",['JP'],7.4,25793
tm167232,Unknown,MOVIE,2011,PG-13,113,"['action', 'thriller', 'european']","['GB', 'FR', 'DE']",6.8,259696
ts34151,TIGER & BUNNY,SHOW,2011,TV-14,26,"['scifi', 'action', 'animation', 'comedy', 'crime']",['JP'],7.3,998
tm178395,Hostel: Part III,MOVIE,2011,R,88,['horror'],['US'],,
ts11151,Fate/Zero,SHOW,2011,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",['JP'],8.2,12568
tm173195,The Rite,MOVIE,2011,PG-13,114,"['drama', 'thriller', 'horror']","['US', 'HU', 'IT']",6,96915
ts9246,Blue Exorcist,SHOW,2011,TV-14,24,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",['JP'],7.5,12741
ts20648,X-Men,SHOW,2011,TV-14,23,['scifi'],['JP'],,
ts19779,Barbie: Life in the Dreamhouse,SHOW,2012,TV-Y,6,"['animation', 'comedy', 'family']",['US'],7.3,1806
tm175346,Mean Girls 2,MOVIE,2011,PG-13,96,['comedy'],['US'],4.1,23287
tm160371,A Very Harold & Kumar Christmas,MOVIE,2011,R,108,"['comedy', 'fantasy', 'romance']",['US'],6.2,69241
ts7708,anohana: The Flower We Saw That Day,SHOW,2011,TV-PG,23,"['drama', 'fantasy', 'romance', 'animation']",['JP'],8.2,12682
ts27586,Magi,SHOW,2012,TV-14,24,"['scifi', 'action', 'comedy', 'animation', 'fantasy']",['JP'],7.8,3899
ts18551,Cuckoo,SHOW,2012,TV-14,27,"['comedy', 'drama', 'european']",['GB'],5.9,20
ts76614,Thermae Romae,SHOW,2012,,27,['animation'],['JP'],6.1,108
tm174256,Red Riding Hood,MOVIE,2011,PG-13,100,"['fantasy', 'thriller', 'horror', 'drama', 'romance']","['CA', 'US']",5.4,111483
ts34740,My Babysitter's a Vampire,SHOW,2011,TV-PG,22,"['scifi', 'fantasy', 'horror', 'action', 'comedy']","['US', 'CA']",6.9,4367
ts22249,Kuroko's Basketball,SHOW,2012,TV-14,24,"['animation', 'comedy', 'sport']",['JP'],8.3,8052
tm165995,New Year's Eve,MOVIE,2011,PG-13,113,"['comedy', 'romance', 'documentation']",['US'],5.6,85658
tm168921,The Smurfs,MOVIE,2011,PG,103,"['fantasy', 'comedy', 'family', 'animation']",['US'],5.4,89316
tm178323,Jack and Jill,MOVIE,2011,PG,91,"['comedy', 'horror']",['US'],3.3,83727
tm106278,Everything Must Go,MOVIE,2011,R,97,"['comedy', 'drama']",['US'],6.4,50431
ts36647,Rita,SHOW,2012,TV-MA,40,"['comedy', 'drama', 'european']",['DK'],8.1,8718
tm72845,John Mulaney: New in Town,MOVIE,2012,,58,"['comedy', 'documentation']",['US'],8.2,6608
ts34921,Wolverine,SHOW,2011,TV-14,24,"['action', 'scifi', 'animation']",['JP'],6.2,1458
tm59590,One Piece Film: Z,MOVIE,2012,PG-13,108,"['action', 'animation', 'fantasy']",['JP'],7.8,7002
ts35426,LEGO City,SHOW,2011,TV-G,4,"['animation', 'european']",['GB'],5,37
tm174683,Arthur Christmas,MOVIE,2011,PG,97,"['drama', 'animation', 'family', 'comedy', 'fantasy']","['GB', 'US']",7.1,58296
ts27835,MeatEater,SHOW,2012,TV-14,22,['documentation'],['US'],7.5,1462
tm182586,Silenced,MOVIE,2011,,125,['drama'],['KR'],8,15889
tm39313,A Perfect Ending,MOVIE,2012,,110,"['drama', 'romance']",['US'],5.7,4308
ts45996,Outback Truckers,SHOW,2012,TV-14,44,"['reality', 'documentation']",['AU'],7.4,264
ts55532,LEGO Friends,SHOW,2012,TV-Y,16,"['animation', 'european']",['US'],7.6,16
tm69386,Quartet,MOVIE,2012,PG-13,98,"['romance', 'comedy', 'drama', 'music']",['GB'],6.8,20194
tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,2012,R,80,"['fantasy', 'drama', 'horror', 'animation', 'action']",['JP'],7.7,10257
ts34737,La Reina del Sur,SHOW,2011,TV-MA,42,"['drama', 'action', 'crime', 'thriller']",['MX'],8,2445
ts21081,Pablo Escobar: The Drug Lord,SHOW,2012,TV-14,44,"['crime', 'drama', 'history', 'thriller']",['CO'],8.4,4923
tm28171,Bill Burr: You People Are All The Same,MOVIE,2012,R,68,['comedy'],['US'],8.2,7370
tm161904,Bully,MOVIE,2011,PG-13,92,"['drama', 'documentation']",['US'],7.4,10266
tm56296,The History of Future Folk,MOVIE,2012,,86,"['comedy', 'music', 'scifi']",['US'],7.1,3398
tm171292,Cloudburst,MOVIE,2011,,93,"['romance', 'drama', 'comedy']","['US', 'CA']",7.2,2281
tm183039,Donald Glover: Weirdo,MOVIE,2012,,65,"['comedy', 'documentation']",['US'],7.4,3511
tm160361,A Princess for Christmas,MOVIE,2011,PG,89,"['comedy', 'family', 'romance', 'drama']",['US'],6.3,8222
tm34331,Middle of Nowhere,MOVIE,2012,R,101,['drama'],['US'],6.5,1818
tm182125,Zindagi Na Milegi Dobara,MOVIE,2011,PG,166,"['comedy', 'drama']",['IN'],8.1,75801
tm238681,Kung Fu Panda: Secrets of the Scroll,MOVIE,2012,G,23,['comedy'],['US'],,
tm72251,What About Dick?,MOVIE,2012,G,80,['comedy'],"['US', 'GB']",,
tm183547,Escape from Planet Earth,MOVIE,2012,PG,89,"['comedy', 'family', 'scifi', 'animation']","['CA', 'US']",5.8,25639
tm53625,Inventing David Geffen,MOVIE,2012,,120,['documentation'],[],,
tm53034,Sebastian Maniscalco: What's Wrong with People?,MOVIE,2012,,75,['comedy'],['US'],8,1194
tm174190,Undefeated,MOVIE,2011,PG-13,113,"['documentation', 'sport']",['US'],7.7,7051
tm164353,Singham,MOVIE,2011,,143,"['drama', 'action', 'crime']",['IN'],6.8,16473
ts81858,Larva,SHOW,2011,TV-G,2,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']",['KR'],7.1,582
tm165712,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,MOVIE,2011,,146,"['comedy', 'music']",['GB'],,
ts158608,The Ultimate Braai Master,SHOW,2012,TV-PG,45,['reality'],['ZA'],8.2,31
ts215037,Minecraft: Story Mode,SHOW,2011,TV-PG,62,[],['US'],5.5,300
tm68436,Barfi!,MOVIE,2012,G,151,"['drama', 'comedy', 'romance']",['IN'],8.1,80643
ts39093,EastSiders,SHOW,2012,TV-MA,22,"['drama', 'comedy']",['US'],6.8,2723
ts26776,Smile PreCure!,SHOW,2012,TV-Y7,22,"['comedy', 'action', 'scifi', 'family', 'fantasy', 'animation']",['JP'],6.1,388
tm52062,Mosquita y Mari,MOVIE,2012,,85,['drama'],['US'],6.3,918
tm176111,The Great Magician,MOVIE,2011,,128,"['drama', 'comedy', 'romance']","['CN', 'HK']",5.9,1741
ts33349,Robocar Poli,SHOW,2011,TV-Y,14,"['family', 'fantasy', 'animation', 'comedy']",['KR'],5.8,125
tm31739,Joan Rivers: Don't Start with Me,MOVIE,2012,R,68,['comedy'],['US'],6.6,408
tm170395,Sniper: Reloaded,MOVIE,2011,R,91,['thriller'],"['US', 'ZA', 'DE']",,
tm177258,Delhi Belly,MOVIE,2011,,102,"['comedy', 'action', 'crime', 'thriller']",['IN'],7.6,29578
tm177044,Naruto Shippuden the Movie: Blood Prison,MOVIE,2011,PG-13,108,"['horror', 'thriller', 'animation', 'action', 'fantasy', 'comedy']",['JP'],7.1,5021
tm49451,Maria Bamford: The Special Special Special!,MOVIE,2012,,50,['comedy'],['US'],7,567
ts191698,Little Baby Bum,SHOW,2011,TV-Y,5,"['animation', 'family', 'music']",['GB'],6.4,94
tm54780,Tiger & Bunny: The Beginning,MOVIE,2012,PG,88,"['scifi', 'animation', 'action']",['JP'],6.7,216
tm176128,Don't Go Breaking My Heart,MOVIE,2011,,115,"['comedy', 'romance']",['HK'],6.5,1756
tm177958,Pyaar Ka Punchnama,MOVIE,2011,PG-13,149,"['romance', 'comedy', 'drama', 'european']",['IN'],7.7,21204
tm40860,Big Time Movie,MOVIE,2012,G,65,"['comedy', 'family', 'music']",['US'],6.1,1936
ts19165,The American Bible Challenge,SHOW,2012,TV-G,43,['family'],['US'],6.4,125
tm63368,A World Not Ours,MOVIE,2012,,93,"['documentation', 'history']",['PS'],7.8,376
ts58528,Inside West Coast Customs,SHOW,2011,TV-PG,47,['reality'],['US'],7.4,42
tm183037,Don 2,MOVIE,2011,,139,"['action', 'thriller', 'crime', 'european']","['DE', 'IN']",7.1,52338
tm183176,A Second Chance,MOVIE,2011,,90,"['drama', 'family', 'sport']",['AU'],4.7,1018
tm37175,Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,['comedy'],['US'],7,1401
tm181856,Jeff Dunham: Controlled Chaos,MOVIE,2011,,90,"['comedy', 'documentation']",['US'],7.4,2272
tm178106,Chillar Party,MOVIE,2011,G,140,"['drama', 'comedy', 'family']",['IN'],7.5,7686
tm175909,The Dirty Picture,MOVIE,2011,,144,"['drama', 'comedy']",['IN'],6.6,9522
tm74031,Kyaa Super Kool Hain Hum,MOVIE,2012,R,137,"['drama', 'comedy']",['IN'],5,3885
tm57610,Talaash,MOVIE,2012,,149,"['thriller', 'crime', 'fantasy', 'drama']",['IN'],7.3,41752
ts27875,Masha's tales,SHOW,2012,TV-Y,5,"['animation', 'family']",['RU'],6.4,89
ts6879,El Reemplazante,SHOW,2012,TV-MA,45,['drama'],['CL'],8.5,755
tm59289,Rowdy Rathore,MOVIE,2012,PG-13,143,"['crime', 'action', 'comedy']",['IN'],5.9,22243
tm53829,Blitz Patrollie,MOVIE,2012,,101,"['comedy', 'action', 'crime']",['US'],5.4,145
tm47171,OMG: Oh My God!,MOVIE,2012,G,125,"['fantasy', 'drama', 'comedy']",['IN'],8.1,57449
tm65765,6 Bullets,MOVIE,2012,R,115,"['thriller', 'drama', 'action', 'crime']",['US'],6,14898
tm70528,Material,MOVIE,2012,,94,"['comedy', 'drama']",['ZA'],7.3,950
tm161804,Toll Booth,MOVIE,2011,,96,['drama'],['TR'],6.4,4118
tm169128,An Elf's Story,MOVIE,2011,,24,"['fantasy', 'animation', 'family']",['US'],5.2,504
ts39112,Justin Time,SHOW,2011,TV-Y,15,"['action', 'animation', 'family', 'comedy']",['CA'],6,16
ts60663,The In-Laws,SHOW,2011,TV-14,44,"['family', 'drama']",['SG'],,
tm630933,Without Gorky,MOVIE,2011,,58,['documentation'],['US'],6.6,97
tm174518,Bodyguard,MOVIE,2011,,134,"['drama', 'romance', 'action', 'comedy']",['IN'],4.6,25592
tm180532,Shaitan,MOVIE,2011,PG-13,126,"['action', 'crime', 'thriller', 'drama']",['IN'],7.3,8414
tm35700,Paan Singh Tomar,MOVIE,2012,PG,135,"['drama', 'sport', 'thriller', 'action', 'crime']",['IN'],8.2,35888
tm67444,Jim Gaffigan: Mr. Universe,MOVIE,2012,,77,['comedy'],['US'],,
tm57382,Kath & Kimderella,MOVIE,2012,,80,['comedy'],['AU'],5.3,1333
tm172883,Game,MOVIE,2011,PG,135,"['thriller', 'drama', 'action', 'crime', 'european']",['IN'],5.2,2316
tm164090,Lavell Crawford: Can a Brother Get Some Love?,MOVIE,2011,NC-17,90,"['comedy', 'documentation']",['US'],6.9,230
tm71992,Grandmaster,MOVIE,2012,,130,"['thriller', 'action']",['IN'],6.9,2165
tm59372,Arjun: The Warrior Prince,MOVIE,2012,G,96,"['animation', 'action', 'drama']",['IN'],6.7,14
tm160021,A Beautiful Life,MOVIE,2011,,122,"['drama', 'romance']","['CN', 'HK']",6.7,927
tm54371,Mugamoodi,MOVIE,2012,,162,['action'],['IN'],5.1,1176
tm38013,Players,MOVIE,2012,,165,"['thriller', 'crime', 'action']",['IN'],4.2,4490
tm39606,Tere Naal Love Ho Gaya,MOVIE,2012,PG,126,"['romance', 'drama', 'comedy']",['IN'],5.8,4359
tm53395,FRED 3: Camp Fred,MOVIE,2012,PG,81,"['comedy', 'family']",['US'],2,2625
tm66725,Kalakalappu,MOVIE,2012,G,149,['comedy'],['IN'],6.9,1342
ts167724,Meet the Adebanjos,SHOW,2012,TV-PG,25,['comedy'],['GB'],7.6,76
tm48579,Katt Williams: Kattpacalypse,MOVIE,2012,R,60,['comedy'],['US'],5.5,635
tm159593,No One Killed Jessica,MOVIE,2011,PG-13,136,"['crime', 'drama', 'thriller']",['IN'],7.2,11665
tm34746,Luv Shuv Tey Chicken Khurana,MOVIE,2012,PG,140,['comedy'],['IN'],6.6,3905
tm167241,Ragini MMS,MOVIE,2011,PG-13,93,"['horror', 'drama', 'thriller']",['IN'],5.1,2617
tm161632,Tom Papa: Live in New York City,MOVIE,2011,,57,['comedy'],['US'],7.2,490
tm50798,10 jours en or,MOVIE,2012,,95,"['comedy', 'drama', 'european']",['FR'],6,1003
tm31948,26 Years,MOVIE,2012,,135,"['thriller', 'crime', 'drama']",['KR'],6.3,1178
tm179451,7 Khoon Maaf,MOVIE,2011,,148,"['thriller', 'comedy', 'drama']",['IN'],6.2,5919
tm162592,Asmaa,MOVIE,2011,,96,['drama'],['EG'],8.1,4445
tm37573,"All's Well, Ends Well",MOVIE,2012,,118,['comedy'],['HK'],5.1,334
ts41114,The Oath,SHOW,2011,TV-14,44,['drama'],['SG'],7.9,9
tm30278,Vettai,MOVIE,2012,,150,"['thriller', 'action']",['IN'],6,2433
tm33601,Tita Rahiba,MOVIE,2012,G,104,"['comedy', 'drama']",['XX'],5.2,700
tm48239,Ek Main Aur Ekk Tu,MOVIE,2012,PG,110,"['drama', 'comedy', 'romance']",['IN'],5.8,6754
tm56734,Last Flight to Abuja,MOVIE,2012,,81,"['action', 'thriller', 'drama']","['GB', 'NG']",4.5,347
tm166810,Michael,MOVIE,2011,PG-13,97,"['thriller', 'drama']",['IN'],5.3,167
tm172353,Bbuddah Hoga Terra Baap,MOVIE,2011,PG-13,118,"['thriller', 'action', 'comedy', 'crime']",['IN'],5.6,2884
tm169053,Shor in the City,MOVIE,2011,PG,107,"['drama', 'crime']",['IN'],7.2,3708
tm166740,Chhota Bheem & Krishna in Mayanagari,MOVIE,2011,G,66,"['animation', 'action', 'fantasy']",['IN'],9,5
tm34142,Department,MOVIE,2012,R,141,"['thriller', 'action', 'crime']",['IN'],3.2,1049
tm168751,Stray Bullet,MOVIE,2011,,80,['drama'],['LB'],6.3,363
tm38331,The Mistress,MOVIE,2012,PG-13,125,"['romance', 'drama']",['PH'],6.3,359
ts32460,Inborn Pair,SHOW,2011,TV-14,43,"['drama', 'comedy']",['TW'],7.1,108
tm98735,X Large,MOVIE,2011,,135,[],[],,
tm44615,Ferrari Ki Sawaari,MOVIE,2012,G,140,"['comedy', 'family', 'sport', 'drama']",['IN'],6.4,5411
tm182026,Zokkomon,MOVIE,2011,PG,109,"['scifi', 'fantasy', 'action', 'family']",['IN'],3.9,407
ts32561,Office Girls,SHOW,2011,TV-14,46,"['drama', 'comedy', 'romance']",['TW'],6.9,140
tm529723,Chhota Bheem and the Broken Amulet,MOVIE,2012,,63,['animation'],['IN'],7.5,16
tm60213,One More Try,MOVIE,2012,,100,['drama'],['PH'],5.9,202
tm70652,Thaandavam,MOVIE,2012,,167,"['action', 'thriller']",['IN'],6.1,2034
tm42306,Aiyyaa,MOVIE,2012,G,146,"['comedy', 'romance']",['IN'],4.3,1871
tm53360,Blood Money,MOVIE,2012,PG,110,"['drama', 'thriller', 'action', 'crime']",['IN'],5.1,1533
tm69915,Heroine,MOVIE,2012,,140,['drama'],['IN'],5,4312
tm29400,Bwakaw,MOVIE,2012,,104,"['drama', 'comedy']",['PH'],7.1,296
ts69208,"Love, Now",SHOW,2012,TV-Y,45,"['drama', 'comedy']",['TW'],7.6,116
tm946846,Taxi Ballad,MOVIE,2012,,93,['drama'],"['AE', 'US', 'LB']",,
tm339197,Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,2012,G,65,['animation'],['IN'],7.8,12
tm34646,Sisterakas,MOVIE,2012,,110,"['drama', 'comedy']",['PH'],5.2,286
ts99814,Masameer,SHOW,2011,TV-MA,0,"['comedy', 'animation']",['SA'],8.2,677
tm200838,Chhota Bheem In Dholakpur to Kathmandu,MOVIE,2012,G,70,['animation'],['XX'],7.8,41
tm481620,The Rise of Kirmada,MOVIE,2012,G,68,['animation'],['IN'],8,53
tm57256,Husbands in Goa,MOVIE,2012,,150,['comedy'],['IN'],3.8,278
ts44064,Drunken to Love You,SHOW,2011,TV-14,46,"['comedy', 'drama', 'romance']",['TW'],6.5,114
tm172211,Question Mark,MOVIE,2011,,102,['drama'],['ID'],7,254
ts128422,Takki,SHOW,2012,,17,['drama'],['SA'],6.5,250
tm165932,Muran,MOVIE,2011,,134,"['thriller', 'action']",['IN'],6.3,292
tm172504,"Darling, Something's Wrong with Your Head",MOVIE,2011,,78,"['drama', 'romance', 'war', 'european']","['NL', 'US', 'AE', 'PS']",6.7,129
tm224577,Phone Swap,MOVIE,2012,,111,"['comedy', 'romance']",['NG'],6.4,170
tm1077038,Chhota Bheem: Journey to Petra,MOVIE,2011,G,67,['animation'],['IN'],,
tm481509,Chhota Bheem Master of Shaolin,MOVIE,2011,G,75,['animation'],[],6.3,112
tm159623,No Other Woman,MOVIE,2011,,104,"['drama', 'thriller', 'romance']",['PH'],5.9,309
ts39465,Yours Fatefully,SHOW,2012,TV-14,44,"['drama', 'comedy', 'romance']",['SG'],6.8,14
tm51412,Moshe Kasher: Live in Oakland,MOVIE,2012,,60,['comedy'],['US'],6.7,330
tm235979,My Friend Pinto,MOVIE,2011,PG,115,"['comedy', 'drama', 'crime']",['IN'],5.3,391
tm361958,The Mirror Boy,MOVIE,2011,,84,"['fantasy', 'drama']",['NG'],4.9,138
ts37864,The Glamorous Imperial Concubine,SHOW,2011,TV-PG,47,"['drama', 'romance', 'history']",['CN'],7,142
tm181366,Here Comes the Rain,MOVIE,2011,,100,['drama'],['LB'],6.3,63
ts20837,Outlander,SHOW,2014,TV-MA,60,"['scifi', 'drama', 'fantasy', 'romance']",['US'],8.4,152435
ts20110,Peaky Blinders,SHOW,2013,TV-MA,58,"['drama', 'crime', 'european']",['GB'],8.8,485506
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",['JP'],9,325381
ts1639,The Blacklist,SHOW,2013,TV-14,43,"['drama', 'crime', 'thriller']",['US'],8,238138
ts20351,Married at First Sight,SHOW,2014,TV-PG,64,"['reality', 'european']",['US'],6.1,1975
tm140389,Paddington,MOVIE,2014,PG,96,"['comedy', 'animation', 'family', 'fantasy', 'european']","['FR', 'GB', 'US']",7.2,111092
ts11188,The Flash,SHOW,2014,TV-14,42,"['scifi', 'drama', 'action']",['US'],7.6,336888
tm151663,Nightcrawler,MOVIE,2014,R,118,"['crime', 'thriller', 'drama']",['US'],7.8,523686
ts20292,Gotham,SHOW,2014,TV-14,43,"['scifi', 'action', 'crime', 'drama', 'thriller']",['US'],7.8,226081
ts16045,Are You The One?,SHOW,2014,TV-14,41,['reality'],['US'],6.5,2450
tm169422,Her,MOVIE,2013,R,126,"['drama', 'romance', 'scifi']",['US'],8,586679
tm169719,42,MOVIE,2013,PG-13,128,"['drama', 'sport']",['US'],7.5,93314
tm140877,The Imitation Game,MOVIE,2014,PG-13,113,"['thriller', 'drama', 'war']","['US', 'GB']",8,748654
tm171042,The Call,MOVIE,2013,R,94,"['crime', 'thriller', 'drama', 'horror', 'european']",['US'],6.7,120475
ts8146,The 100,SHOW,2014,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.6,242221
tm148147,Big Eyes,MOVIE,2014,PG-13,106,"['drama', 'documentation', 'crime', 'romance']","['CA', 'US']",7.2,51
ts21374,How to Get Away with Murder,SHOW,2014,TV-14,43,"['drama', 'thriller', 'crime']",['US'],8.1,146712
