id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes
tm347530,Gaga: Five Foot Two,MOVIE,2017,,100,"['music', 'documentation']",['US'],7,12825
ts85170,Memories of the Alhambra,SHOW,2018,TV-MA,68,"['action', 'scifi', 'thriller', 'drama', 'romance']",['KR'],7.8,5363
ts90594,Barbie: Dreamhouse Adventures,SHOW,2018,TV-Y,22,"['comedy', 'family', 'animation']",['US'],6.7,525
tm312577,Fullmetal Alchemist,MOVIE,2017,PG-13,135,"['fantasy', 'scifi', 'action']",['JP'],5.2,19493
ts83502,Ad Vitam,SHOW,2018,TV-MA,52,"['scifi', 'crime', 'drama']",['FR'],6.4,1625
tm344886,The Angel,MOVIE,2018,,114,"['thriller', 'action', 'drama']","['IL', 'MA', 'US', 'BG', 'GB']",6.6,14013
ts85034,Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,25,['comedy'],['US'],8.2,7222
tm365122,Benji,MOVIE,2018,PG,87,"['crime', 'drama', 'family']","['US', 'AE']",6.3,4544
ts83537,Signs,SHOW,2018,TV-MA,46,"['thriller', 'crime', 'european']",['PL'],6.4,1608
tm320670,White Fang,MOVIE,2018,PG,87,"['animation', 'drama', 'western', 'european']","['FR', 'LU', 'US']",6.9,3634
ts79157,B: The Beginning,SHOW,2018,TV-MA,25,"['scifi', 'action', 'drama', 'thriller', 'horror', 'animation', 'fantasy', 'crime']",['JP'],7.1,4803
ts81918,Sugar Rush,SHOW,2018,TV-PG,51,['reality'],['US'],7,1508
tm367250,The Resistance Banker,MOVIE,2018,R,124,"['drama', 'war', 'european']",['NL'],6.9,9273
ts56718,El Chapo,SHOW,2017,TV-MA,44,"['drama', 'action', 'history', 'crime']",['US'],7.8,17992
ts80959,Sacred Games,SHOW,2018,TV-MA,50,"['action', 'thriller', 'crime', 'drama']",['IN'],8.6,85088
ts53693,The Worst Witch,SHOW,2017,TV-Y7,27,"['scifi', 'fantasy', 'family', 'european']",['GB'],7.2,2375
ts75477,The Confession Tapes,SHOW,2017,TV-MA,43,"['documentation', 'crime']",['US'],7.5,5340
ts131579,Thieves of the Wood,SHOW,2018,TV-MA,47,"['drama', 'history', 'action', 'thriller', 'comedy', 'documentation']",['BE'],6.8,2533
tm425732,The Land of Steady Habits,MOVIE,2018,,98,"['drama', 'comedy']",['US'],6.2,7566
ts85175,Girl from Nowhere,SHOW,2018,TV-MA,44,"['drama', 'fantasy', 'horror', 'thriller', 'crime']",['TH'],7.6,3979
ts83071,Afflicted,SHOW,2018,TV-MA,42,"['reality', 'documentation']",['BR'],5.1,1119
ts77545,Dope,SHOW,2017,TV-MA,48,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']",['US'],7.3,1643
ts83540,Paradise PD,SHOW,2018,TV-MA,27,"['comedy', 'crime', 'animation', 'action']",['US'],6.8,17779
ts236347,Thus Spoke Kishibe Rohan,SHOW,2017,TV-MA,24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],7.6,1131
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,,74,"['comedy', 'music', 'documentation']",['US'],7.1,2556
ts78206,Welcome to Waikiki,SHOW,2018,TV-MA,64,"['drama', 'comedy', 'reality']",['KR'],8.3,2038
ts84135,The Inmate,SHOW,2018,TV-MA,53,"['crime', 'thriller', 'drama']",['MX'],6.9,2641
ts79026,The Innocents,SHOW,2018,TV-MA,46,"['drama', 'scifi', 'horror', 'romance', 'thriller']",['GB'],6.2,5784
tm285171,Clinical,MOVIE,2017,,104,"['thriller', 'horror']",['US'],5.1,7904
ts56045,Charité,SHOW,2017,TV-MA,49,"['drama', 'history', 'european']",['DE'],7.8,3274
tm311995,The Battleship Island,MOVIE,2017,PG-13,132,"['action', 'drama', 'history']",['KR'],7.1,7005
ts87194,Instant Hotel,SHOW,2018,TV-MA,49,['reality'],['AU'],7.3,1482
ts68146,Myths & Monsters,SHOW,2017,TV-PG,43,"['documentation', 'fantasy', 'european']",['GB'],7.8,811
ts76603,Erased,SHOW,2017,TV-14,28,"['drama', 'scifi', 'thriller', 'fantasy']",['JP'],7.8,3596
ts84930,The Hook Up Plan,SHOW,2018,TV-14,28,"['comedy', 'romance']",['FR'],7.2,5212
ts78246,Kiss Me First,SHOW,2018,TV-MA,47,"['scifi', 'thriller', 'drama']",['GB'],6.2,3874
tm298779,Lu Over the Wall,MOVIE,2017,PG,107,"['fantasy', 'animation', 'family', 'music', 'comedy']",['JP'],6.8,2189
ts81526,November 13: Attack on Paris,SHOW,2018,TV-MA,54,['documentation'],['FR'],8.3,3105
ts81583,Life,SHOW,2018,,64,"['drama', 'thriller']",['KR'],7.6,688
tm319882,Hampstead,MOVIE,2017,PG-13,102,"['comedy', 'romance', 'drama']",['GB'],6,6254
tm420656,Reprisal,MOVIE,2018,R,89,"['action', 'thriller', 'crime', 'drama']","['GB', 'US']",4.2,7248
tm420334,Like Father,MOVIE,2018,R,103,"['comedy', 'drama']",['US'],6.1,21202
tm368538,MILF,MOVIE,2018,,96,"['comedy', 'european']",['FR'],4.8,6047
ts55581,The Bride of Habaek,SHOW,2017,TV-14,67,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],7.1,2501
tm357820,The Open House,MOVIE,2018,,94,"['horror', 'thriller']",['US'],3.2,33769
tm244521,Catfight,MOVIE,2017,,96,"['comedy', 'drama', 'action']",['US'],5.9,6251
ts56933,The New Legends of Monkey,SHOW,2018,TV-PG,25,"['scifi', 'action', 'comedy', 'fantasy']",['NZ'],6.4,4308
ts84645,Medal of Honor,SHOW,2018,TV-MA,55,"['documentation', 'war']",['US'],8.2,1687
tm419733,"My Teacher, My Obsession",MOVIE,2018,,105,"['thriller', 'drama']",['US'],4.4,2289
tm315850,Take Me,MOVIE,2017,,83,"['comedy', 'crime', 'thriller']",['US'],6.1,5566
tm324820,MFKZ,MOVIE,2018,R,95,"['crime', 'scifi', 'thriller', 'animation', 'action', 'comedy', 'european']","['JP', 'FR']",6.7,4263
ts74962,True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,"['comedy', 'family', 'fantasy', 'animation']",['CA'],7.1,439
tm296398,Steel Rain,MOVIE,2017,,139,"['thriller', 'action', 'drama']",['KR'],7.1,5434
ts79997,Something in the Rain,SHOW,2018,TV-MA,70,"['drama', 'romance']",['KR'],8.2,5654
tm438502,Sad Hill Unearthed,MOVIE,2017,,86,"['documentation', 'european']",['ES'],7.4,1593
ts75676,The Velvet Collection,SHOW,2017,TV-14,57,"['drama', 'comedy', 'romance', 'european']",['ES'],7.3,1376
tm365824,Zero,MOVIE,2018,,152,"['comedy', 'drama', 'scifi', 'romance', 'thriller', 'fantasy', 'european']",['IN'],5.2,27208
tm436844,The Christmas Chronicles,MOVIE,2018,PG,104,"['fantasy', 'family', 'comedy']",['US'],7,71182
tm359150,Nothing to Hide,MOVIE,2018,,93,"['drama', 'comedy', 'european']","['BE', 'FR', 'IT']",6.8,14876
ts58297,The Indian Detective,SHOW,2017,,43,"['comedy', 'drama', 'crime']",['CA'],6.6,3078
ts55939,Bonus Family,SHOW,2017,,44,"['drama', 'reality', 'family', 'comedy', 'documentation', 'music', 'european']",['SE'],2.3,15
ts86994,Serial Killer with Piers Morgan,SHOW,2017,TV-14,47,"['crime', 'documentation']",['GB'],3.8,1394
tm351931,Patrick,MOVIE,2018,PG,94,"['comedy', 'drama', 'family', 'romance']",['GB'],6.2,150
tm285649,The Ottoman Lieutenant,MOVIE,2017,R,111,"['drama', 'war']","['TR', 'US']",6.4,25582
ts53264,My Shy Boss,SHOW,2017,TV-MA,71,"['comedy', 'drama', 'romance']",['KR'],7.3,1537
ts309731,Gormiti,SHOW,2018,TV-Y,11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']","['ES', 'IT']",5.3,111
tm306811,Casting JonBenet,MOVIE,2017,,81,"['crime', 'documentation', 'drama']","['US', 'AU']",6.1,5384
ts85822,Selection Day,SHOW,2018,TV-14,25,"['drama', 'comedy', 'sport']",['IN'],7.4,2176
ts80617,The Protector,SHOW,2018,TV-MA,43,"['action', 'scifi', 'fantasy', 'drama']",['TR'],6.5,34396
tm372318,The World Is Yours,MOVIE,2018,R,94,"['crime', 'comedy', 'european']",['FR'],6.3,4246
tm351214,Long Shot,MOVIE,2017,,40,"['documentation', 'crime', 'sport']",['US'],7.4,7734
tm347821,Outside In,MOVIE,2018,,109,['drama'],['US'],6.7,4611
ts81821,The Queen of Flow,SHOW,2018,TV-MA,45,"['drama', 'family', 'music']",['CO'],7.7,1202
ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,"['animation', 'action', 'comedy', 'family']","['BR', 'CA']",7.5,663
tm429208,Next Gen,MOVIE,2018,PG,90,"['animation', 'action', 'family', 'scifi', 'comedy']","['CA', 'CN']",6.6,16964
tm327199,The Saint,MOVIE,2017,PG-13,92,"['crime', 'action']",['US'],4.9,6555
tm352774,Voyeur,MOVIE,2017,R,95,"['documentation', 'crime', 'drama']",['US'],6.2,5922
ts321277,Daniel Sloss: Live Shows,SHOW,2018,TV-MA,60,['comedy'],['US'],8.5,3387
ts84646,Warrior,SHOW,2018,TV-MA,42,"['action', 'drama', 'crime']",['DK'],6.7,1966
tm313974,Get Me Roger Stone,MOVIE,2017,,100,"['history', 'documentation']",['US'],7.4,7333
ts56033,Surviving Escobar - Alias JJ,SHOW,2017,TV-MA,42,"['crime', 'drama']",['CO'],7.7,985
ts85515,Bangkok Love Stories 2: Innocence,SHOW,2018,,47,"['drama', 'romance']",['TH'],6.7,199
ts70631,Children of the Whales,SHOW,2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],7.1,1524
tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,,81,"['comedy', 'animation', 'action', 'family', 'fantasy']",['US'],7.5,3139
tm369179,Irreplaceable You,MOVIE,2018,,96,"['drama', 'comedy', 'romance']",['US'],6.4,9442
ts78291,Dogs of Berlin,SHOW,2018,TV-MA,60,"['drama', 'thriller', 'action', 'crime']",['DE'],7.5,12453
ts57985,Free Rein,SHOW,2017,TV-G,28,"['comedy', 'drama', 'family', 'action', 'documentation']",['US'],7,2062
tm307515,Amar,MOVIE,2017,,105,"['romance', 'drama', 'european']","['ES', 'US']",5.1,4397
tm412273,Tig Notaro: Happy To Be Here,MOVIE,2018,,58,['comedy'],['XX'],6.6,1327
tm219252,Carrie Pilby,MOVIE,2017,,98,"['comedy', 'drama']",['US'],6.7,11311
ts80600,Luis Miguel: The Series,SHOW,2018,TV-14,56,"['drama', 'romance', 'history', 'music']",['MX'],8,4556
ts55232,Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,"['action', 'scifi', 'animation']",['JP'],5.7,217
ts79182,Cocaine Coast,SHOW,2018,TV-MA,67,"['drama', 'thriller', 'crime']",['ES'],7.9,3696
tm290831,Fun Mom Dinner,MOVIE,2017,R,81,['comedy'],['US'],5.3,5509
ts85967,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,TV-MA,34,['comedy'],['US'],7.7,1145
tm434917,I Am Jonas,MOVIE,2018,,82,"['drama', 'romance', 'european']",['FR'],7,5598
tm445735,Springsteen On Broadway,MOVIE,2018,,153,"['documentation', 'music']",['US'],8.5,2178
ts78031,Ultraviolet,SHOW,2017,TV-MA,46,"['drama', 'crime', 'european']",['PL'],7,1573
ts56670,Hot Girls Wanted: Turned On,SHOW,2017,TV-MA,47,['documentation'],['US'],6.6,2168
ts86682,7 Days Out,SHOW,2018,TV-PG,50,['documentation'],['US'],6.8,531
ts75286,Greenhouse Academy,SHOW,2017,TV-PG,23,['drama'],['US'],6.6,5967
ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,"['action', 'animation', 'comedy', 'romance']",['JP'],8,1952
tm245383,Te Ata,MOVIE,2017,PG,105,"['drama', 'history']",['US'],7.4,736
tm349529,Cuba and the Cameraman,MOVIE,2017,,113,['documentation'],"['CU', 'US']",8.3,4715
tm374454,Indian Horse,MOVIE,2018,PG-13,105,"['drama', 'sport']",['CA'],7.3,2105
tm407714,I Am Not an Easy Man,MOVIE,2018,,98,"['comedy', 'european']",['FR'],6.3,14146
tm374313,The Forgiven,MOVIE,2018,R,115,['thriller'],"['ZA', 'GB']",5.9,2427
ts55978,Samurai Gourmet,SHOW,2017,,22,['comedy'],['JP'],8.1,2053
ts82770,Camarón Revolution,SHOW,2018,TV-14,52,['reality'],['ES'],,
ts75341,Final Fantasy XIV: Dad of Light,SHOW,2017,TV-PG,30,['drama'],['JP'],7.2,592
ts83906,Car Masters: Rust to Riches,SHOW,2018,TV-PG,39,['reality'],['US'],8.4,10024
tm244368,You Get Me,MOVIE,2017,,89,"['thriller', 'crime', 'drama', 'romance']",['US'],4.7,12740
tm266702,The Climb,MOVIE,2017,,103,"['comedy', 'drama', 'romance', 'european']",['FR'],6.9,7383
ts82565,Sparta,SHOW,2018,TV-MA,53,"['drama', 'thriller']",['RU'],6.6,443
tm323195,Sarah Silverman: A Speck of Dust,MOVIE,2017,,71,"['comedy', 'documentation']",['US'],6.9,3711
ts78789,Re: Mind,SHOW,2017,TV-MA,23,"['drama', 'thriller']",['JP'],4.9,1531
ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,"['scifi', 'animation', 'action', 'comedy', 'family']",['US'],6.2,244
tm322569,Hasan Minhaj: Homecoming King,MOVIE,2017,,72,"['comedy', 'documentation']",['US'],8.2,7120
ts56125,Ingobernable,SHOW,2017,TV-MA,40,"['war', 'crime', 'drama', 'thriller']",['MX'],7.2,3052
ts89130,If I Hadn't Met You,SHOW,2018,TV-MA,52,"['scifi', 'romance', 'drama', 'fantasy']",['ES'],7.7,2283
ts79660,Creeped Out,SHOW,2017,TV-PG,25,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']","['CA', 'GB']",6.5,1826
tm406831,Modest Heroes,MOVIE,2018,PG,53,"['fantasy', 'animation', 'drama', 'family', 'comedy']",['JP'],6.6,2646
ts39016,Girlboss,SHOW,2017,TV-MA,27,['comedy'],['US'],7,17525
ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",['US'],5.2,372
tm408941,Mercury 13,MOVIE,2018,NC-17,79,['documentation'],['IE'],6.9,1160
ts75981,The Royal House of Windsor,SHOW,2017,TV-14,49,"['documentation', 'history', 'european']",['GB'],7.3,1541
tm305112,The Fortress,MOVIE,2017,,140,"['drama', 'action', 'history', 'war', 'thriller']",['KR'],6.8,2435
ts81318,When Heroes Fly,SHOW,2018,,48,"['action', 'war', 'drama']",['IL'],7.1,3123
tm363231,Godzilla: City on the Edge of Battle,MOVIE,2018,PG-13,105,"['scifi', 'animation', 'action']",['JP'],5.8,4824
ts79219,Flint Town,SHOW,2018,TV-MA,45,"['crime', 'action', 'documentation']",['US'],7.9,3633
tm427465,Quincy,MOVIE,2018,,124,"['music', 'documentation']",['US'],7.6,4488
tm445899,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,,104,"['documentation', 'european']","['US', 'PL']",7.9,4082
tm139564,The Outcasts,MOVIE,2017,PG-13,95,['comedy'],['US'],5.4,4426
tm263427,The Invisible Guardian,MOVIE,2017,,129,"['thriller', 'crime', 'european']","['ES', 'DE']",6.4,15541
tm313487,Bending the Arc,MOVIE,2017,,102,['documentation'],['US'],8,314
ts79409,A.I.C.O. -Incarnation-,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",['JP'],6.3,1189
ts53399,Eternal Love,SHOW,2017,TV-14,45,"['scifi', 'drama', 'fantasy', 'romance', 'family']",['CN'],8.4,2214
tm443993,"Take the Ball, Pass the Ball",MOVIE,2018,,107,"['documentation', 'sport', 'european']",['ES'],8,3064
ts90596,Polly Pocket,SHOW,2018,,13,"['animation', 'comedy', 'family', 'fantasy']","['CA', 'US', 'IE']",5.9,119
tm437608,Adam Sandler: 100% Fresh,MOVIE,2018,R,73,"['comedy', 'music']",['US'],7.5,5096
ts77787,Pop Team Epic,SHOW,2018,TV-MA,23,"['comedy', 'animation']",['JP'],6.9,815
tm336712,An Imperfect Murder,MOVIE,2017,R,71,"['crime', 'drama', 'thriller']",['US'],3.1,1594
tm307950,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,,71,['comedy'],['US'],7.4,2465
tm236659,Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,,80,['documentation'],['US'],7.3,1436
tm327540,Gnome Alone,MOVIE,2017,PG,85,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']","['US', 'CA', 'GB']",5.6,3410
ts82127,Sirius the Jaeger,SHOW,2018,TV-MA,23,"['scifi', 'action', 'history', 'horror', 'animation']",['JP'],6.7,1883
ts78353,Misty,SHOW,2018,TV-MA,71,"['crime', 'romance', 'thriller', 'drama']",['KR'],8.1,596
ts103638,Standup and Away! with Brian Regan,SHOW,2018,TV-PG,25,['comedy'],['US'],5.7,390
ts77034,A Love So Beautiful,SHOW,2017,TV-14,41,"['drama', 'comedy', 'romance']",['CN'],8,1386
ts86949,The A List,SHOW,2018,TV-PG,27,"['drama', 'crime', 'thriller']",['GB'],5.5,2787
tm293867,Neal Brennan: 3 Mics,MOVIE,2017,,65,"['comedy', 'documentation']",['US'],7.8,3228
tm266685,Sandy Wexler,MOVIE,2017,,130,['comedy'],['US'],5.2,16603
tm839847,WHAT DID JACK DO?,MOVIE,2017,,17,['comedy'],['US'],,
tm370392,The Week Of,MOVIE,2018,PG-13,116,['comedy'],['US'],5.2,21481
tm285298,Naked,MOVIE,2017,,96,"['comedy', 'fantasy', 'romance']",['US'],5.4,19366
ts76511,The Big Family Cooking Showdown,SHOW,2017,TV-PG,59,"['reality', 'european']",['GB'],7,665
tm404475,The Bleeding Edge,MOVIE,2018,,100,['documentation'],['US'],7.6,2671
ts55348,QB1: Beyond the Lights,SHOW,2017,TV-14,32,"['reality', 'documentation', 'sport']",['US'],7.7,895
ts80208,Fugitiva,SHOW,2018,TV-MA,90,"['drama', 'crime', 'thriller', 'action']",['ES'],5.6,658
tm448122,Taylor Swift: Reputation Stadium Tour,MOVIE,2018,PG-13,125,"['documentation', 'music']",['US'],8.3,5293
tm299761,Toc Toc,MOVIE,2017,PG,90,"['comedy', 'family', 'fantasy', 'european']",['ES'],6.8,18484
tm440415,John Leguizamo's Latin History for Morons,MOVIE,2018,PG,89,"['comedy', 'documentation']",['US'],7.4,738
tm362074,And Breathe Normally,MOVIE,2018,,95,"['drama', 'european']","['IS', 'SE', 'BE']",6.9,3020
tm358666,The Awakening of Motti Wolkenbruch,MOVIE,2018,,94,"['comedy', 'drama', 'european']","['CH', 'DE']",6.6,4255
ts82559,Amazing Interiors,SHOW,2018,TV-PG,26,['documentation'],"['US', 'GB']",6.6,797
tm233485,Charming,MOVIE,2018,,90,"['fantasy', 'animation', 'comedy', 'family']",['US'],5.6,3467
ts80466,Secret Agent Selection: WW2,SHOW,2018,,59,"['war', 'documentation', 'history', 'european']",['GB'],7.8,551
tm266705,Giant,MOVIE,2017,PG-13,114,"['drama', 'history', 'european']",['ES'],6.7,4153
ts80090,The Piano Forest,SHOW,2018,TV-PG,26,"['drama', 'comedy', 'animation']",['JP'],7.1,883
ts80313,Bobby Kennedy for President,SHOW,2018,TV-MA,61,"['documentation', 'drama']",['US'],8.1,1759
ts90994,Chip and Potato,SHOW,2018,TV-Y,15,['animation'],['US'],6.4,155
tm427293,Solo,MOVIE,2018,,100,"['thriller', 'drama', 'romance', 'sport', 'european']",['ES'],5,2747
tm327053,The Killer,MOVIE,2017,,99,"['western', 'horror', 'action']",['BR'],6,2642
tm405849,Flavors of Youth,MOVIE,2018,PG-13,74,"['drama', 'animation', 'romance']","['CN', 'JP']",6.6,7206
tm326723,The Polka King,MOVIE,2017,,95,"['comedy', 'drama', 'music']",['US'],5.9,10428
ts84346,Falsa identidad,SHOW,2018,TV-14,43,"['action', 'thriller', 'crime', 'drama']","['US', 'MX']",7,351
tm238377,The Legacy of a Whitetail Deer Hunter,MOVIE,2018,,83,"['comedy', 'drama']",['US'],5.5,3909
tm366820,Come Sunday,MOVIE,2018,,106,['drama'],['US'],6,2287
ts84833,Diablero,SHOW,2018,TV-MA,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",['MX'],6.8,2521
tm313988,The Death and Life of Marsha P. Johnson,MOVIE,2017,,105,['documentation'],['US'],7.2,2881
ts84932,Super Drags,SHOW,2018,TV-MA,25,"['comedy', 'fantasy', 'animation']",['BR'],5.4,1685
tm312767,Monster High: Electrified,MOVIE,2017,PG,72,"['animation', 'fantasy']",['US'],5.5,300
tm320817,Mersal,MOVIE,2017,,169,"['thriller', 'action']",['IN'],8.1,32573
ts81734,Chosen,SHOW,2018,TV-14,70,['action'],['CN'],5.2,127
tm370628,Fred Armisen: Standup for Drummers,MOVIE,2018,,65,"['music', 'comedy']",['US'],5.8,1276
tm405738,Perdida,MOVIE,2018,R,103,"['crime', 'drama', 'thriller']","['AR', 'ES']",5.6,4684
tm371952,Sarkar,MOVIE,2018,,164,"['drama', 'action']",['IN'],7,18453
ts77405,Bad Guys: Vile City,SHOW,2017,,64,"['action', 'animation', 'comedy', 'crime', 'drama']",['KR'],6,29
ts79679,The Yard,SHOW,2018,TV-MA,108,"['drama', 'crime']",['TR'],7.2,1605
tm417440,Camarón: The Film,MOVIE,2018,,104,['documentation'],['ES'],7.5,303
tm327622,S.W.A.T.: Under Siege,MOVIE,2017,R,89,"['thriller', 'crime', 'action']",['US'],4.5,3524
tm430104,High Society,MOVIE,2018,,119,"['crime', 'drama']",['KR'],5.5,984
tm443186,Generation Iron 3,MOVIE,2018,,75,['documentation'],['US'],6.2,3333
ts78053,Kakegurui,SHOW,2018,TV-MA,30,"['drama', 'thriller']",['JP'],6.8,966
ts80057,Last Hope,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",['JP'],5.8,427
ts111582,The Platform,SHOW,2018,TV-14,45,['music'],['ES'],6.2,7
tm313293,Whose Streets?,MOVIE,2017,R,90,['documentation'],['US'],5.5,1337
tm349138,One of Us,MOVIE,2017,,95,['documentation'],['US'],7,6482
tm376801,The Rachel Divide,MOVIE,2018,,104,['documentation'],['US'],6.3,2512
tm424032,My Masterpiece,MOVIE,2018,,100,"['comedy', 'drama']","['ES', 'AR']",7.1,5934
tm358242,Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,,61,"['comedy', 'documentation']",['US'],6.3,679
ts80413,Busted!,SHOW,2018,TV-14,75,"['comedy', 'reality']",['KR'],7.6,898
tm409618,Alex Strangelove,MOVIE,2018,R,99,"['drama', 'comedy', 'romance']",['US'],6.3,17305
tm244274,Lowriders,MOVIE,2017,PG-13,99,"['drama', 'crime']",['US'],5.6,2519
ts85659,3Below: Tales of Arcadia,SHOW,2018,TV-Y7,22,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']",['US'],7.7,5927
tm376840,End Game,MOVIE,2018,,40,['documentation'],['US'],,
tm372891,Chris Rock: Tamborine,MOVIE,2018,,64,"['comedy', 'documentation']",['US'],6.6,6816
ts82298,Familiar Wife,SHOW,2018,TV-MA,61,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],7.6,937
ts54050,Ultimate Beastmaster,SHOW,2017,TV-PG,59,"['reality', 'action']",['US'],7.3,2359
tm443034,Your Son,MOVIE,2018,,103,"['thriller', 'drama', 'action', 'crime', 'european']",['ES'],6.1,4708
tm318641,Justice,MOVIE,2017,R,92,"['western', 'drama', 'action', 'european']",['US'],4,1208
ts57196,The World's Most Extraordinary Homes,SHOW,2017,TV-G,54,"['documentation', 'european']",['GB'],7.6,3380
tm314829,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,2017,,84,"['crime', 'drama']",['US'],5.6,322
tm366973,Tom Segura: Disgraceful,MOVIE,2018,PG-13,74,"['comedy', 'documentation']",['US'],7.5,3695
tm295177,It's for Your Own Good,MOVIE,2017,,93,"['comedy', 'european']",['ES'],5.5,2284
tm420797,Sierra Burgess Is a Loser,MOVIE,2018,PG-13,105,"['drama', 'romance', 'comedy']",['US'],5.8,38319
ts77770,Fate/Extra Last Encore,SHOW,2018,,25,"['action', 'fantasy', 'animation']",['JP'],5.4,772
tm406098,Battle,MOVIE,2018,R,95,"['drama', 'romance', 'music', 'european']","['DK', 'NL', 'NO', 'SE']",5.9,4139
tm374845,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,PG-13,99,"['fantasy', 'animation', 'action']",['JP'],7.1,4649
tm359714,Christmas Inheritance,MOVIE,2017,,105,"['romance', 'comedy', 'drama']",['US'],5.7,11693
tm314705,Jo Koy: Live from Seattle,MOVIE,2017,,63,['comedy'],['US'],7.1,1322
tm325102,Puss in Book: Trapped in an Epic Tale,MOVIE,2017,G,23,['fantasy'],['US'],,
ts78913,Live,SHOW,2018,,46,"['drama', 'comedy', 'crime']",['KR'],8.3,1208
ts55936,My Secret Romance,SHOW,2017,TV-14,52,"['comedy', 'romance']",['KR'],7.2,3108
tm413557,Okko's Inn,MOVIE,2018,PG,94,"['comedy', 'fantasy', 'animation', 'family', 'drama']",['JP'],7,1803
ts81944,The Comedy Lineup,SHOW,2018,TV-MA,18,"['comedy', 'action']",[],5.9,457
tm363787,Christmas in the Heartland,MOVIE,2017,,90,['family'],['US'],5.9,1414
tm371630,How to Be Really Bad,MOVIE,2018,,100,"['comedy', 'family', 'fantasy', 'romance', 'european']",['DE'],6.2,1076
ts84597,FIGHTWORLD,SHOW,2018,TV-MA,42,['documentation'],['US'],7.6,806
tm355724,A Christmas Prince,MOVIE,2017,PG,92,"['romance', 'comedy', 'family']",['US'],5.7,19456
ts76478,Prison Playbook,SHOW,2017,,91,"['comedy', 'drama']",['KR'],8.5,3060
ts78767,First Team: Juventus,SHOW,2018,TV-G,36,"['scifi', 'sport', 'documentation', 'reality']",['IT'],7.3,2061
tm356563,The Stolen,MOVIE,2017,,98,"['western', 'drama', 'thriller', 'action']","['NZ', 'GB', 'DE']",5.3,1330
tm420989,Father of the Year,MOVIE,2018,,94,['comedy'],['US'],5.2,11281
ts85732,The Final Table,SHOW,2018,TV-PG,43,['reality'],['US'],7.6,3989
tm348010,Killing Hasselhoff,MOVIE,2017,R,79,['comedy'],['US'],4.4,2655
tm357552,Pottersville,MOVIE,2017,,85,['comedy'],['US'],5.4,4674
tm300027,Thi Mai,MOVIE,2018,G,100,"['comedy', 'family', 'european']",['ES'],6,2504
ts82875,Switched,SHOW,2018,TV-MA,39,"['drama', 'scifi']",['JP'],7.1,1402
tm414676,Paradise Lost,MOVIE,2018,,110,"['drama', 'music', 'documentation']",['BR'],6.9,674
tm437631,Derren Brown: Sacrifice,MOVIE,2018,,49,"['documentation', 'reality']",['US'],7.1,1786
tm408890,Yucatán,MOVIE,2018,PG,129,"['comedy', 'romance', 'european']",['ES'],5.5,2065
tm426569,A Twelve-Year Night,MOVIE,2018,,122,"['drama', 'crime', 'history', 'european']","['AR', 'ES', 'UY']",7.5,9816
tm404690,Happy Anniversary,MOVIE,2018,,78,['comedy'],['US'],5.7,4219
tm320249,Maria Bamford: Old Baby,MOVIE,2017,,64,"['comedy', 'documentation']",['US'],6.1,945
ts80059,Trump: An American Dream,SHOW,2017,TV-14,55,"['documentation', 'european']",['GB'],7.2,4003
ts83814,Undercover Law,SHOW,2018,,57,"['drama', 'action']",['CO'],7.2,214
tm286532,Rock my Heart,MOVIE,2017,,105,"['drama', 'european']",['DE'],6.5,984
ts36650,Apaches,SHOW,2018,TV-MA,67,"['drama', 'crime', 'thriller', 'action', 'european']",['ES'],7,293
ts57300,Marlon,SHOW,2017,TV-PG,21,['comedy'],['US'],7,4056
