name,genre
The Naked Gun 2½: The Smell of Fear,Comedy
Double Impact,Action
The Commitments,Comedy
The Man in the Moon,Drama
The Double Life of Véronique,Drama
New Jack City,Action
Toy Soldiers,Action
The People Under the Stairs,Comedy
Regarding Henry,Drama
Bugsy,Biography
Doc Hollywood,Comedy
Delicatessen,Comedy
Night on Earth,Comedy
Child's Play 3,Horror
Freddy's Dead: The Final Nightmare,Fantasy
Oscar,Comedy
The Lovers on the Bridge,Drama
Highlander II: The Quickening,Action
Stone Cold,Action
Wild Hearts Can't Be Broken,Drama
Showdown in Little Tokyo,Action
Jungle Fever,Drama
Harley Davidson and the Marlboro Man,Action
Not Without My Daughter,Drama
Defending Your Life,Comedy
Flight of the Intruder,Action
Problem Child 2,Comedy
The Hard Way,Action
Ricochet,Action
L.A. Story,Comedy
Rush,Action
Dead Again,Crime
Out for Justice,Action
Only Yesterday,Animation
The Indian Runner,Drama
An American Tail: Fievel Goes West,Animation
Life Stinks,Comedy
Frankie and Johnny,Comedy
Grand Canyon,Crime
Close My Eyes,Drama
Homicide,Crime
Soapdish,Comedy
Curly Sue,Comedy
The Rapture,Drama
Mannequin: on the Move,Comedy
Rock-A-Doodle,Animation
Necessary Roughness,Comedy
Cool as Ice,Comedy
Wild Orchid II: Two Shades of Blue,Drama
Switch,Comedy
White Fang,Adventure
Until the End of the World,Action
Only the Lonely,Comedy
Dutch,Comedy
Shattered,Crime
Raise the Red Lantern,Drama
Suburban Commando,Action
Popcorn,Comedy
Mobsters,Crime
Operation Condor,Action
If Looks Could Kill,Action
The Butcher's Wife,Comedy
Dying Young,Drama
Dogfight,Comedy
Whore,Drama
Hear My Song,Comedy
Other People's Money,Comedy
Delirious,Comedy
Flirting,Drama
The Pit and the Pendulum,Horror
High Heels,Comedy
Little Man Tate,Drama
Shadows and Fog,Comedy
Shakes the Clown,Comedy
Black Robe,Adventure
Billy Bathgate,Crime
Europa,Drama
The Doctor,Drama
Kafka,Drama
Johnny Suede,Comedy
Mystery Date,Comedy
Ernest Scared Stupid,Comedy
The Five Heartbeats,Drama
Mississippi Masala,Drama
The Marrying Man,Comedy
"He Said, She Said",Comedy
Poison,Drama
King Ralph,Comedy
Enchanted April,Drama
Mediterraneo,Comedy
House Party 2,Comedy
Deceived,Crime
The Perfect Weapon,Action
Class Action,Drama
Under Suspicion,Crime
Edward II,Drama
The Princess and the Goblin,Animation
Rambling Rose,Drama
Big Girls Don't Cry... They Get Even,Comedy
K2,Adventure
Prospero's Books,Drama
Pure Luck,Comedy
F/X2,Action
The Adjuster,Comedy
Mortal Thoughts,Mystery
Another You,Comedy
For the Boys,Comedy
Beastmaster 2: Through the Portal of Time,Action
McBain,Action
Eve of Destruction,Action
A Rage in Harlem,Comedy
Rhapsody in August,Drama
Kickboxer 2: the Road Back,Action
V.I. Warshawski,Action
The Super,Comedy
Proof,Drama
At Play in the Fields of the Lord,Drama
True Colors,Drama
Impromptu,Biography
A Kiss Before Dying,Crime
Guilty by Suspicion,Drama
Scissors,Horror
Where Angels Fear to Tread,Drama
Tous les matins du monde,Biography
The Hitman,Action
Bingo,Adventure
Queens Logic,Comedy
Body Parts,Horror
One Good Cop,Action
Year of the Gun,Action
Strictly Business,Comedy
The Efficiency Expert,Comedy
All I Want for Christmas,Comedy
29th Street,Comedy
Shout,Drama
Daughters of the Dust,Drama
Once Around,Comedy
Sólo con tu pareja,Comedy
The Taking of Beverly Hills,Action
Run,Action
Paradise,Drama
Madame Bovary,Drama
Company Business,Action
Talent for the Game,Drama
City of Hope,Crime
Riff-Raff,Comedy
The Object of Beauty,Comedy
Liebestraum,Mystery
Voyager,Drama
Closet Land,Drama
Timebomb,Action
Crooked Hearts,Drama
The Unborn,Drama
Van Gogh,Biography
Late for Dinner,Drama
Lovers: A True Story,Action
Johnny Stecchino,Comedy
Stepping Out,Comedy
The Inner Circle,Biography
"Mon père, ce héros.",Comedy
Defenseless,Mystery
Reservoir Dogs,Crime
Basic Instinct,Drama
Candyman,Horror
My Cousin Vinny,Comedy
The Last of the Mohicans,Action
Dracula,Horror
Unforgiven,Drama
A Few Good Men,Drama
A League of Their Own,Comedy
The Bodyguard,Action
Scent of a Woman,Drama
Batman Returns,Action
The Mighty Ducks,Comedy
Aladdin,Animation
Sister Act,Comedy
Alien 3,Action
Death Becomes Her,Comedy
Far and Away,Adventure
The Crying Game,Crime
Howards End,Drama
Under Siege,Action
Deep Cover,Action
Single White Female,Drama
Cool World,Animation
Glengarry Glen Ross,Crime
Wayne's World,Comedy
Army of Darkness,Comedy
A River Runs Through It,Drama
Twin Peaks: Fire Walk with Me,Drama
Of Mice and Men,Drama
Beethoven,Comedy
Universal Soldier,Action
Buffy the Vampire Slayer,Action
Sleepwalkers,Fantasy
Chaplin,Biography
The Lover,Biography
Home Alone 2: Lost in New York,Adventure
The Hand That Rocks the Cradle,Drama
Newsies,Drama
Malcolm X,Biography
Patriot Games,Action
Dead Alive,Comedy
Poison Ivy,Drama
Sneakers,Comedy
The Lawnmower Man,Horror
The Player,Comedy
Encino Man,Comedy
White Men Can't Jump,Comedy
Lethal Weapon 3,Action
American Me,Biography
El Mariachi,Action
Bitter Moon,Drama
Pet Sematary II,Fantasy
Bad Lieutenant,Crime
Singles,Comedy
FernGully: The Last Rainforest,Animation
HouseSitter,Comedy
School Ties,Drama
Hoffa,Biography
Juice,Action
Damage,Drama
Forever Young,Drama
Man Bites Dog,Comedy
3 Ninjas,Action
Hellraiser III: Hell on Earth,Horror
Body of Evidence,Drama
"Honey, I Blew Up the Kid",Adventure
Captain Ron,Adventure
The Cutting Edge,Comedy
Passenger 57,Action
"Jamón, Jamón",Comedy
Children of the Corn II: the Final Sacrifice,Horror
Ladybugs,Comedy
Radio Flyer,Drama
Strictly Ballroom,Comedy
Raising Cain,Crime
Orlando,Biography
Gladiator,Action
Split Second,Action
Tom and Jerry: The Movie,Animation
Toys,Adventure
Romper Stomper,Crime
1492: Conquest of Paradise,Adventure
Pure Country,Drama
Boomerang,Comedy
The Power of One,Drama
Dr. Giggles,Comedy
Sidekicks,Action
Medicine Man,Adventure
Honeymoon in Vegas,Comedy
Thunderheart,Crime
Stop! Or My Mom Will Shoot,Action
Innocent Blood,Action
Unlawful Entry,Crime
Lorenzo's Oil,Biography
Final Analysis,Drama
One False Move,Crime
Stay Tuned,Adventure
Consenting Adults,Crime
Fortress,Action
Once Upon a Crime...,Comedy
Mom and Dad Save the World,Adventure
Supercop,Action
Jennifer 8,Crime
Bébé's Kids,Animation
Memoirs of an Invisible Man,Comedy
Peter's Friends,Comedy
Freejack,Action
Como agua para chocolate,Drama
Leap of Faith,Comedy
Noises Off...,Comedy
Class Act,Comedy
Diggstown,Drama
Indochine,Drama
Nemesis,Action
Kuffs,Action
Shining Through,Drama
Mo' Money,Action
Husbands and Wives,Comedy
Trespass,Action
Love Potion No. 9,Comedy
Rapid Fire,Action
Wind,Action
Hero,Comedy
South Central,Crime
The Muppet Christmas Carol,Comedy
Un Coeur en Hiver,Drama
Tokyo Decadence,Drama
Mr. Baseball,Comedy
Love Crimes,Romance
Naked Killer,Action
CrissCross,Crime
Waterland,Drama
The Distinguished Gentleman,Comedy
White Sands,Action
Belle Epoque,Comedy
Swoon,Crime
Knight Moves,Crime
Light Sleeper,Crime
A Midnight Clear,Drama
Bob Roberts,Comedy
Sarafina!,Drama
For a Lost Soldier,Drama
In the Soup,Comedy
A Stranger Among Us,Crime
Where the Day Takes You,Crime
Passion Fish,Drama
That Night,Drama
Gas Food Lodging,Drama
American Heart,Crime
The Babe,Biography
La sentinelle,Drama
Christopher Columbus: The Discovery,Adventure
Claire of the Moon,Drama
Prelude to a Kiss,Comedy
The Best Intentions,Biography
The Public Eye,Crime
Article 99,Comedy
The Mambo Kings,Drama
Into the West,Adventure
The Playboys,Drama
City of Joy,Drama
Straight Talk,Comedy
Qing shao nian nuo zha,Crime
Love Field,Drama
Mr. Saturday Night,Comedy
Twin Dragons,Action
Aces: Iron Eagle III,Action
The Living End,Comedy
Simple Men,Crime
Guncrazy,Crime
Folks!,Comedy
Léolo,Comedy
Night and the City,Comedy
Whispers in the Dark,Drama
Zebrahead,Drama
Hyenas,Comedy
A Tale of Winter,Drama
Man Trouble,Comedy
Laws of Gravity,Crime
Brain Donors,Comedy
Out on a Limb,Comedy
Tetsuo II: Body Hammer,Action
Traces of Red,Crime
Storyville,Drama
Rescue Me,Action
Map of the Human Heart,Adventure
Ruby Cairo,Mystery
The Waterdance,Drama
Year of the Comet,Action
This Is My Life,Drama
Mistress,Comedy
Passed Away,Comedy
Blame It on the Bellboy,Comedy
Leaving Normal,Comedy
House of Angels,Comedy
The Long Day Closes,Biography
Once Upon a Time in China III,Action
Shadow of the Wolf,Adventure
The Gun in Betty Lou's Handbag,Comedy
Tombstone,Action
The Sandlot,Comedy
Jurassic Park,Action
Dazed and Confused,Comedy
Schindler's List,Biography
True Romance,Crime
Naked,Comedy
Robin Hood: Men in Tights,Adventure
A Bronx Tale,Crime
What's Eating Gilbert Grape,Drama
Hocus Pocus,Comedy
Carlito's Way,Crime
Mrs. Doubtfire,Comedy
The Fugitive,Action
Demolition Man,Action
Dennis the Menace,Comedy
Falling Down,Action
The Pelican Brief,Crime
The Firm,Drama
Last Action Hero,Action
Sister Act 2: Back in the Habit,Comedy
Groundhog Day,Comedy
Philadelphia,Drama
Super Mario Bros.,Adventure
Sleepless in Seattle,Comedy
Cliffhanger,Action
The Piano,Drama
The Nightmare Before Christmas,Animation
Rookie of the Year,Comedy
"Blood In, Blood Out",Crime
In the Name of the Father,Biography
Alive,Biography
Addams Family Values,Comedy
Indecent Proposal,Drama
In the Line of Fire,Action
The Age of Innocence,Drama
Menace II Society,Crime
Gettysburg,Drama
The Three Musketeers,Action
Homeward Bound: The Incredible Journey,Adventure
The Secret Garden,Drama
Free Willy,Adventure
RoboCop 3,Action
The Remains of the Day,Drama
Hard Target,Action
Fire in the Sky,Biography
Cool Runnings,Adventure
Dave,Comedy
Kalifornia,Crime
Benny & Joon,Comedy
Sliver,Drama
Rudy,Biography
Coneheads,Comedy
So I Married an Axe Murderer,Comedy
Hot Shots! Part Deux,Action
Much Ado About Nothing,Comedy
The Crush,Drama
Loaded Weapon 1,Action
This Boy's Life,Biography
Three Colors: Blue,Drama
Grumpy Old Men,Comedy
A Perfect World,Crime
Leprechaun,Comedy
Malice,Crime
What's Love Got to Do with It,Biography
Short Cuts,Comedy
Son in Law,Comedy
Striking Distance,Action
Return of the Living Dead III,Horror
Searching for Bobby Fischer,Biography
Jason Goes to Hell: the Final Friday,Fantasy
Matinee,Comedy
The Good Son,Drama
The Beverly Hillbillies,Comedy
Beethoven's 2nd,Comedy
Killing Zoe,Crime
Cronos,Fantasy
Geronimo: An American Legend,Drama
Wayne's World 2,Comedy
Point of No Return,Action
Boxing Helena,Drama
Romeo Is Bleeding,Crime
Rising Sun,Action
For Love or Money,Comedy
Teenage Mutant Ninja Turtles III,Action
Body Snatchers,Horror
Stalingrad,Drama
Airborne,Adventure
The Thing Called Love,Comedy
The Vanishing,Drama
The House of the Spirits,Drama
Undercover Blues,Comedy
Little Buddha,Drama
Dragon,Action
Poetic Justice,Drama
The Joy Luck Club,Drama
The Cement Garden,Drama
Untamed Heart,Drama
Batman: Mask of the Phantasm,Animation
Freaked,Comedy
Swing Kids,Drama
Heart and Souls,Comedy
Needful Things,Crime
Ruby in Paradise,Drama
Six Degrees of Separation,Comedy
The Man Without a Face,Drama
Farewell My Concubine,Drama
Sniper,Action
Judgment Night,Action
Shadowlands,Biography
Arizona Dream,Comedy
Nowhere to Run,Action
King of the Hill,Drama
Mad Dog and Glory,Comedy
We're Back! A Dinosaur's Story,Animation
Red Rock West,Crime
The Program,Action
Ghost in the Machine,Horror
Fearless,Drama
Manhattan Murder Mystery,Comedy
Surf Ninjas,Action
Weekend at Bernie's II,Adventure
Les visiteurs,Comedy
The Adventures of Huck Finn,Adventure
Made in America,Comedy
Dream Lover,Drama
M. Butterfly,Drama
The Dark Half,Horror
Only the Strong,Action
My Life,Drama
Mi vida loca,Crime
Look Who's Talking Now,Comedy
The Meteor Man,Action
Fatal Instinct,Comedy
CB4,Comedy
Calendar Girl,Comedy
Heaven & Earth,Action
Indian Summer,Comedy
Once Upon a Forest,Animation
Posse,Western
Flesh and Bone,Drama
Sommersby,Drama
Even Cowgirls Get the Blues,Comedy
Life with Mikey,Comedy
Best of the Best II,Action
The Thief and the Cobbler,Animation
My Boyfriend's Back,Comedy
Warlock: The Armageddon,Action
The Scent of Green Papaya,Drama
Kika,Comedy
Wide Sargasso Sea,Drama
Iron Monkey,Action
Mr. Nanny,Action
The Real McCoy,Crime
3 Ninjas: Knuckle Up,Action
Father Hood,Adventure
"Faraway, So Close!",Drama
Dangerous Game,Drama
Deadfall,Crime
A Home of Our Own,Biography
A Far Off Place,Adventure
Guilty as Sin,Crime
The Wedding Banquet,Comedy
Another Stakeout,Comedy
Aspen Extreme,Drama
Suture,Drama
Blink,Crime
Where the Rivers Flow North,Drama
Sugar Hill,Crime
Man's Best Friend,Comedy
Mr. Jones,Drama
Carnosaur,Horror
Mr. Wonderful,Comedy
Cop & ½,Comedy
Madadayo,Drama
Caro diario,Biography
Jack the Bear,Comedy
Money for Nothing,Comedy
Naked in New York,Comedy
Son of the Pink Panther,Comedy
Jung on zo,Action
Totally F***ed Up,Comedy
"Bodies, Rest & Motion",Drama
House of Cards,Drama
Bhaji on the Beach,Comedy
Silent Tongue,Drama
Amos & Andrew,Comedy
Splitting Heirs,Comedy
Born Yesterday,Comedy
Mother's Boys,Drama
The Nutcracker,Family
Philadelphia Experiment II,Action
Blue,Biography
Fear of a Black Hat,Comedy
Ed and His Dead Mother,Comedy
Boiling Point,Action
A Dangerous Woman,Drama
Josh and S.A.M.,Adventure
Ethan Frome,Drama
The Night We Never Met,Comedy
The Shawshank Redemption,Drama
Pulp Fiction,Crime
Forrest Gump,Drama
Léon: The Professional,Action
True Lies,Action
The Lion King,Animation
The Mask,Action
Speed,Action
Stargate,Action
The Little Rascals,Comedy
Dumb and Dumber,Comedy
Legends of the Fall,Drama
Natural Born Killers,Action
The Crow,Action
Interview with the Vampire: the Vampire Chronicles,Drama
Four Weddings and a Funeral,Comedy
The Flintstones,Comedy
Ace Ventura: Pet Detective,Comedy
Little Women,Drama
Street Fighter,Action
Chungking Express,Comedy
Clear and Present Danger,Action
D2: The Mighty Ducks,Comedy
Heavenly Creatures,Biography
Clerks,Comedy
Camp Nowhere,Adventure
Maverick,Action
Wyatt Earp,Adventure
The Last Seduction,Crime
"The Adventures of Priscilla, Queen of the Desert",Comedy
Little Giants,Comedy
Ed Wood,Biography
Star Trek: Generations,Action
Disclosure,Drama
Angels in the Outfield,Comedy
In the Mouth of Madness,Drama
Richie Rich,Comedy
Beverly Hills Cop III,Action
Reality Bites,Comedy
Naked Gun 33 1/3: the Final Insult,Comedy
Sirens,Comedy
Three Colors: Red,Drama
Junior,Comedy
New Nightmare,Fantasy
Baby's Day Out,Adventure
The River Wild,Adventure
Airheads,Comedy
Texas Chainsaw Massacre: The Next Generation,Comedy
The Next Karate Kid,Action
Blown Away,Action
Color of Night,Mystery
North,Adventure
Muriel's Wedding,Comedy
The Client,Crime
Blank Check,Comedy
It Could Happen to You,Comedy
Only You,Comedy
Once Were Warriors,Crime
Wolf,Drama
Mary Shelley's Frankenstein,Drama
Exit to Eden,Comedy
The Jungle Book,Adventure
The Hudsucker Proxy,Comedy
Timecop,Action
The Santa Clause,Comedy
The Specialist,Action
The Pagemaster,Animation
Shallow Grave,Crime
Serial Mom,Comedy
Bad Girls,Action
The Shadow,Action
When a Man Loves a Woman,Drama
Blue Sky,Drama
Quiz Show,Biography
Surviving the Game,Action
My Father the Hero,Comedy
Nell,Drama
Three Colors: White,Comedy
My Girl 2,Comedy
Chasers,Action
The Getaway,Action
Major League II,Comedy
Torment,Crime
Don Juan DeMarco,Comedy
Exotica,Drama
Clifford,Comedy
Thumbelina,Animation
Double Dragon,Action
Death and the Maiden,Drama
PCU,Comedy
The Postman,Biography
8 Seconds,Biography
The Madness of King George,Biography
Of Love and Shadows,Drama
Nobody's Fool,Comedy
Wagons East,Adventure
The Secret of Roan Inish,Drama
Above the Rim,Crime
Greedy,Comedy
With Honors,Comedy
Police Academy: Mission to Moscow,Comedy
Little Big League,Comedy
On Deadly Ground,Action
Ready to Wear,Comedy
Bullets Over Broadway,Comedy
Queen Margot,Biography
Crooklyn,Comedy
Spanking the Monkey,Comedy
The Legend of Drunken Master,Action
Intersection,Drama
Sister My Sister,Drama
Miracle on 34th Street,Family
The Swan Princess,Animation
Threesome,Comedy
The War,Drama
The Chase,Action
Milk Money,Comedy
Renaissance Man,Comedy
S.F.W.,Comedy
Jason's Lyric,Crime
Immortal Beloved,Biography
Eat Drink Man Woman,Comedy
Blue Chips,Drama
The Cowboy Way,Action
No Escape,Action
The Road to Wellville,Comedy
Andre,Adventure
Highlander: The Final Dimension,Action
Cemetery Man,Comedy
Death Machine,Action
Ashes of Time,Action
Brainscan,Comedy
Cabin Boy,Adventure
Guarding Tess,Comedy
Black Beauty,Adventure
Iron Will,Adventure
Drop Zone,Action
Through the Olive Trees,Drama
To Live,Drama
In the Army Now,Comedy
Trapped in Paradise,Adventure
Death Wish: The Face of Death,Action
City Slickers II: the Legend of Curly's Gold,Comedy
"Corrina, Corrina",Comedy
The Ref,Comedy
I.Q.,Comedy
3 Ninjas Kick Back,Action
It's Pat: the Movie,Comedy
The Favor,Comedy
The Paper,Comedy
Terminal Velocity,Action
China Moon,Crime
Cops and Robbersons,Comedy
Little Odessa,Crime
Lassie,Family
Monkey Trouble,Adventure
Fresh,Crime
The Puppet Masters,Horror
The Scout,Comedy
Backbeat,Biography
Leprechaun 2,Comedy
Love Affair,Comedy
Mixed Nuts,Comedy
Silent Fall,Drama
House Party 3,Comedy
The Air Up There,Comedy
Sleep with Me,Comedy
Princess Caraboo,Comedy
A Low Down Dirty Shame,Action
Lightning Jack,Comedy
A Pure Formality,Crime
Swimming with Sharks,Comedy
I Love Trouble,Action
A Troll in Central Park,Animation
Mosquito,Horror
Blankman,Action
Trading Mom,Comedy
A Simple Twist of Fate,Comedy
Farinelli,Biography
Priest,Drama
Mrs. Parker and the Vicious Circle,Biography
Barcelona,Comedy
Pred dozhdot,Drama
Burnt by the Sun,Drama
War of the Buttons,Adventure
There Goes My Baby,Comedy
The Sum of Us,Comedy
Radioland Murders,Comedy
The Inkwell,Comedy
Being Human,Comedy
Jimmy Hollywood,Crime
Holy Matrimony,Comedy
Tom & Viv,Biography
Squanto: A Warrior's Tale,Adventure
My Summer Story,Comedy
Getting Even with Dad,Comedy
River of Grass,Drama
Rapa Nui,Action
The Browning Version,Drama
Cobb,Biography
Heat,Crime
Clueless,Comedy
Se7en,Crime
Braveheart,Biography
Apollo 13,Adventure
The Usual Suspects,Crime
Jumanji,Adventure
Casino,Crime
Congo,Action
Batman Forever,Action
Kids,Drama
Toy Story,Animation
Desperado,Action
Die Hard with a Vengeance,Action
Mortal Kombat,Action
Mallrats,Comedy
12 Monkeys,Mystery
Leaving Las Vegas,Drama
Showgirls,Drama
Before Sunrise,Drama
Friday,Comedy
Sense and Sensibility,Drama
Waterworld,Action
The Basketball Diaries,Biography
Bad Boys,Action
Billy Madison,Comedy
Mighty Morphin Power Rangers: The Movie,Action
GoldenEye,Action
Species,Action
Outbreak,Action
Four Rooms,Comedy
Empire Records,Comedy
The Quick and the Dead,Action
Hackers,Comedy
La Haine,Crime
Casper,Comedy
"To Wong Foo Thanks for Everything, Julie Newmar",Comedy
Heavyweights,Comedy
Tank Girl,Action
Now and Then,Comedy
Pocahontas,Animation
A Goofy Movie,Animation
Dangerous Minds,Biography
Crimson Tide,Action
To Die For,Comedy
Sabrina,Comedy
Ghost in the Shell,Animation
While You Were Sleeping,Comedy
Get Shorty,Comedy
Tommy Boy,Adventure
Babe,Comedy
Dead Man Walking,Crime
The Brady Bunch Movie,Comedy
Johnny Mnemonic,Action
Just Cause,Action
The Bridges of Madison County,Drama
Strange Days,Action
Cutthroat Island,Action
Judge Dredd,Action
The City of Lost Children,Fantasy
Copycat,Drama
Major Payne,Adventure
Powder,Drama
A Little Princess,Drama
The American President,Comedy
Under Siege 2: Dark Territory,Action
Higher Learning,Crime
Mr. Holland's Opus,Drama
The Prophecy,Action
Dead Man,Adventure
Ace Ventura: When Nature Calls,Adventure
Dolores Claiborne,Crime
First Knight,Action
Jade,Crime
The Big Green,Comedy
Virtuosity,Action
Halloween: The Curse of Michael Myers,Horror
Father of the Bride Part II,Comedy
Assassins,Action
French Kiss,Comedy
A Walk in the Clouds,Drama
It Takes Two,Comedy
Rob Roy,Adventure
Dead Presidents,Action
The Baby-Sitters Club,Comedy
Waiting to Exhale,Comedy
Welcome to the Dollhouse,Comedy
The Indian in the Cupboard,Drama
Rumble in the Bronx,Action
Devil in a Blue Dress,Crime
How to Make an American Quilt,Comedy
Kicking and Screaming,Comedy
Tales from the Crypt: Demon Knight,Action
The Net,Action
Living in Oblivion,Comedy
Dracula: Dead and Loving It,Comedy
Tom and Huck,Adventure
Village of the Damned,Horror
Wild Bill,Action
Grumpier Old Men,Comedy
Boys on the Side,Comedy
Tales from the Hood,Crime
Money Train,Action
Candyman: Farewell to the Flesh,Horror
The Crossing Guard,Drama
Man of the House,Comedy
Nixon,Biography
Hideaway,Fantasy
When Night Is Falling,Drama
Underground,Comedy
Mighty Aphrodite,Comedy
Balto,Animation
Total Eclipse,Biography
Fair Game,Action
Lord of Illusions,Horror
The Scarlet Letter,Drama
Nick of Time,Action
Senior Trip,Adventure
Free Willy 2: The Adventure Home,Adventure
Things to Do in Denver When You're Dead,Crime
The Doom Generation,Comedy
Nine Months,Comedy
Safe,Drama
Sudden Death,Action
Circle of Friends,Drama
Canadian Bacon,Comedy
Screamers,Horror
Vampire in Brooklyn,Comedy
Murder in the First,Drama
Richard III,Drama
The Day of the Beast,Action
A Kid in King Arthur's Court,Adventure
Othello,Drama
Gold Diggers: The Secret of Bear Mountain,Adventure
Clockers,Crime
Smoke,Comedy
Something to Talk About,Comedy
Tall Tale,Adventure
Kiss of Death,Crime
Delta of Venus,Drama
Heavy,Drama
Home for the Holidays,Comedy
Angels and Insects,Drama
The Cure,Drama
The Horseman on the Roof,Adventure
Forget Paris,Comedy
Mad Love,Comedy
The Hunted,Action
Restoration,Biography
Al di là delle nuvole,Drama
My Family,Drama
The Brothers McMullen,Comedy
The Last Supper,Comedy
Bushwhacked,Adventure
La Cérémonie,Crime
The Addiction,Drama
Last of the Dogmen,Adventure
The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy
Jack & Sarah,Comedy
The Flower of My Secret,Comedy
Blue in the Face,Comedy
Bye Bye Love,Comedy
The Mangler,Horror
Jeffrey,Comedy
Angus,Comedy
Party Girl,Comedy
Operation Dumbo Drop,Action
Losing Isaiah,Drama
The Underneath,Crime
The Pebble and the Penguin,Animation
Fluke,Drama
Houseguest,Comedy
Bad Company,Crime
The White Balloon,Drama
Georgia,Drama
Land and Freedom,Drama
White Man's Burden,Drama
Never Talk to Strangers,Crime
Top Dog,Action
The Incredibly True Adventure of Two Girls in Love,Comedy
Jury Duty,Comedy
Rumpelstiltskin,Comedy
An Awfully Big Adventure,Comedy
To vlemma tou Odyssea,Drama
Dr. Jekyll and Ms. Hyde,Comedy
Jefferson in Paris,Biography
Three Wishes,Drama
Far from Home: the Adventures of Yellow Dog,Adventure
New Jersey Drive,Crime
The Star Maker,Drama
La fille seule,Drama
Magic in the Water,Adventure
Miami Rhapsody,Comedy
Antonia's Line,Comedy
Rough Magic,Comedy
Beyond Rangoon,Action
The Amazing Panda Adventure,Adventure
Nelly & Monsieur Arnaud,Drama
The Walking Dead,Action
Panther,Drama
Space Jam,Animation
Independence Day,Action
Romeo + Juliet,Drama
Scream,Horror
Sleepers,Crime
From Dusk Till Dawn,Action
Fargo,Crime
Mission: Impossible,Action
Matilda,Comedy
Trainspotting,Drama
Twister,Action
Happy Gilmore,Comedy
101 Dalmatians,Adventure
Crash,Drama
Jerry Maguire,Comedy
The Rock,Action
A Time to Kill,Crime
The Craft,Drama
Primal Fear,Crime
Mars Attacks!,Comedy
The English Patient,Drama
The Long Kiss Goodnight,Action
Fear,Drama
Bottle Rocket,Comedy
Stealing Beauty,Drama
Bound,Crime
Sling Blade,Drama
The Mirror Has Two Faces,Comedy
The Birdcage,Comedy
That Thing You Do!,Comedy
The Island of Dr. Moreau,Horror
Kingpin,Comedy
The Hunchback of Notre Dame,Animation
The Frighteners,Comedy
Eraser,Action
Striptease,Comedy
Star Trek: First Contact,Action
Swingers,Comedy
Escape from L.A.,Action
Beautiful Girls,Comedy
The Cable Guy,Comedy
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy
Thinner,Fantasy
Hard Eight,Crime
The Nutty Professor,Comedy
Hamlet,Drama
Big Night,Drama
The Ghost and the Darkness,Adventure
Courage Under Fire,Action
The First Wives Club,Comedy
Set It Off,Action
James and the Giant Peach,Animation
DragonHeart,Action
Executive Decision,Action
Bio-Dome,Comedy
Jack,Comedy
White Squall,Adventure
D3: The Mighty Ducks,Action
Broken Arrow,Action
Emma,Comedy
Chain Reaction,Action
Kama Sutra: A Tale of Love,Crime
The Crucible,Drama
Pusher,Crime
Waiting for Guffman,Comedy
Secrets & Lies,Comedy
Daylight,Action
Last Man Standing,Action
The Arrival,Mystery
Ransom,Action
Beavis and Butt-Head Do America,Animation
Fly Away Home,Adventure
Tin Cup,Comedy
Barb Wire,Action
Breaking the Waves,Drama
The Phantom,Action
The Fan,Action
Eye for an Eye,Crime
2 Days in the Valley,Comedy
Trees Lounge,Comedy
The People vs. Larry Flynt,Biography
Freeway,Comedy
Kazaam,Comedy
Down Periscope,Comedy
Michael,Comedy
Mulholland Falls,Crime
Jingle All the Way,Adventure
She's the One,Comedy
Brassed Off,Comedy
Shine,Biography
Black Sheep,Comedy
Maximum Risk,Action
One Fine Day,Comedy
Lone Star,Drama
Michael Collins,Biography
Phenomenon,Drama
Harriet the Spy,Comedy
Flipper,Adventure
Evita,Biography
Diabolique,Drama
Bordello of Blood,Comedy
Spy Hard,Action
The Substitute,Action
Marvin's Room,Drama
Multiplicity,Comedy
House Arrest,Comedy
Everyone Says I Love You,Comedy
A Very Brady Sequel,Comedy
The Crow: City of Angels,Action
Basquiat,Biography
The Quest,Action
Muppet Treasure Island,Action
Hellraiser: Bloodline,Horror
Manny & Lo,Comedy
Beautiful Thing,Comedy
The Chamber,Crime
Blood and Wine,Crime
Jude,Drama
Bulletproof,Action
Mad Dog Time,Comedy
Irma Vep,Comedy
Mrs. Winterbourne,Comedy
The Portrait of a Lady,Drama
Foxfire,Drama
The Glimmer Man,Action
Up Close & Personal,Drama
The Juror,Crime
Flirting with Disaster,Comedy
Homeward Bound II: Lost in San Francisco,Adventure
Joe's Apartment,Comedy
Ghosts of Mississippi,Drama
A Summer's Tale,Comedy
The Preacher's Wife,Comedy
Jane Eyre,Drama
If Lucy Fell,Comedy
SubUrbia,Comedy
First Strike,Action
Bad Moon,Horror
Dunston Checks In,Adventure
Carpool,Comedy
The Daytrippers,Comedy
Before and After,Crime
Citizen Ruth,Comedy
Extreme Measures,Crime
Female Perversions,Drama
A Thin Line Between Love and Hate,Comedy
Kissed,Drama
The Truth About Cats & Dogs,Comedy
The Whole Wide World,Biography
Dear God,Comedy
Bed of Roses,Drama
The Pallbearer,Comedy
Lawnmower Man 2: Beyond Cyberspace,Action
A Family Thing,Comedy
Curdled,Comedy
First Kid,Comedy
Eddie,Comedy
Feeling Minnesota,Comedy
The Pillow Book,Drama
The Adventures of Pinocchio,Adventure
City Hall,Drama
Night Falls on Manhattan,Crime
