name,genre
Sordid Lives,Comedy
The Monkey's Mask,Crime
Suzhou River,Drama
The Next Best Thing,Comedy
Ed Gein,Biography
Gun Shy,Comedy
Big Eden,Comedy
Harry Potter and the Sorcerer's Stone,Adventure
The Fast and the Furious,Action
The Lord of the Rings: The Fellowship of the Ring,Action
Legally Blonde,Comedy
Mulholland Dr.,Drama
"Monsters, Inc.",Animation
Spirited Away,Animation
Donnie Darko,Drama
Not Another Teen Movie,Comedy
Scary Movie 2,Comedy
Ocean's Eleven,Crime
Shrek,Animation
Black Hawk Down,Drama
A Beautiful Mind,Biography
The Mummy Returns,Action
Pearl Harbor,Action
The Royal Tenenbaums,Comedy
Amélie,Comedy
Training Day,Crime
A.I. Artificial Intelligence,Drama
Ghost World,Comedy
Super Troopers,Comedy
A Knight's Tale,Action
Blow,Biography
Hannibal,Crime
The Princess Diaries,Comedy
Moulin Rouge!,Drama
Vanilla Sky,Fantasy
Thir13en Ghosts,Fantasy
Planet of the Apes,Action
The Others,Horror
Joe Dirt,Adventure
Atlantis: The Lost Empire,Animation
Rat Race,Action
Summer Catch,Comedy
Wet Hot American Summer,Comedy
Shallow Hal,Comedy
Zoolander,Comedy
Jurassic Park III,Action
Enemy at the Gates,Drama
Gosford Park,Comedy
Swordfish,Action
Jeepers Creepers,Horror
Sex and Lucía,Drama
Hardball,Drama
Evolution,Comedy
Original Sin,Drama
Monster's Ball,Drama
Spy Kids,Action
Behind Enemy Lines,Action
Intimacy,Drama
Bully,Biography
Bridget Jones's Diary,Comedy
I Am Sam,Drama
The Last Castle,Action
The Piano Teacher,Drama
Spy Game,Action
Lara Croft: Tomb Raider,Action
American Pie 2,Comedy
Frailty,Crime
Along Came a Spider,Drama
Rush Hour 2,Action
Save the Last Dance,Drama
Domestic Disturbance,Crime
Riding in Cars with Boys,Biography
The Animal,Comedy
How High,Comedy
Joy Ride,Action
3000 Miles to Graceland,Action
The Score,Action
Jason X,Action
Jay and Silent Bob Strike Back,Comedy
The Mexican,Adventure
From Hell,Horror
Crocodile Dundee in Los Angeles,Action
Heist,Action
Serendipity,Comedy
Brotherhood of the Wolf,Action
The Pledge,Crime
American Outlaws,Action
Ghosts of Mars,Action
The Man Who Wasn't There,Crime
Rock Star,Drama
Osmosis Jones,Animation
Fat Girl,Drama
Saving Silverman,Comedy
The Glass House,Crime
The Wedding Planner,Comedy
Heartbreakers,Comedy
Session 9,Horror
Out Cold,Comedy
Hedwig and the Angry Inch,Comedy
Baby Boy,Crime
K-PAX,Drama
Freddy Got Fingered,Comedy
Pulse,Horror
Sweet November,Drama
Kate & Leopold,Comedy
Don't Say a Word,Drama
Ali,Biography
Life as a House,Drama
Ichi the Killer,Action
Tomcats,Comedy
Bandits,Comedy
Monkeybone,Animation
In the Bedroom,Crime
Pootie Tang,Action
Waking Life,Animation
Bubble Boy,Adventure
Josie and the Pussycats,Comedy
The Devil's Backbone,Drama
Shaolin Soccer,Action
Jimmy Neutron: Boy Genius,Animation
Driven,Action
Get Over It,Comedy
Cowboy Bebop: The Movie,Animation
An American Rhapsody,Drama
Exit Wounds,Action
Manic,Drama
Lagaan: Once Upon a Time in India,Drama
The Majestic,Drama
Valentine,Horror
Final Fantasy: The Spirits Within,Animation
The One,Action
Lost and Delirious,Drama
Sugar & Spice,Comedy
Cats & Dogs,Action
Hearts in Atlantis,Drama
America's Sweethearts,Comedy
Kiss of the Dragon,Action
Captain Corelli's Mandolin,Drama
The Believer,Drama
Dil Chahta Hai,Comedy
Someone Like You,Comedy
Mean Machine,Comedy
Enigma,Drama
The Experiment,Drama
Millennium Actress,Animation
The Tailor of Panama,Comedy
Formula 51,Action
15 Minutes,Action
Iris,Biography
Nowhere in Africa,Biography
Crazy/Beautiful,Drama
Angel Eyes,Drama
No Man's Land,Comedy
Kabhi Khushi Kabhie Gham...,Drama
Buffalo Soldiers,Comedy
The Anniversary Party,Comedy
Blow Dry,Comedy
The Musketeer,Action
O,Drama
Birthday Girl,Comedy
Human Nature,Comedy
Made,Comedy
One Night at McCool's,Comedy
Dr. Dolittle 2,Comedy
Trouble Every Day,Drama
Max Keeble's Big Move,Comedy
The Center of the World,Drama
Wasabi,Action
Soul Survivors,Horror
Black Knight,Adventure
The Shipping News,Drama
The Deep End,Crime
The Son's Room,Drama
Kissing Jessica Stein,Comedy
Antitrust,Action
Just Visiting,Adventure
Knockaround Guys,Crime
Monsoon Wedding,Comedy
Lantana,Drama
L.I.E.,Crime
The Wash,Comedy
Bones,Crime
Say It Isn't So,Comedy
Texas Rangers,Action
What's the Worst That Could Happen?,Comedy
Head Over Heels,Comedy
Glitter,Drama
Down to Earth,Comedy
Tape,Drama
See Spot Run,Action
Two Can Play That Game,Comedy
Impostor,Drama
Storytelling,Comedy
Metropolis,Animation
"Scotland, Pa.",Comedy
Tortilla Soup,Comedy
The Affair of the Necklace,Drama
Lovely & Amazing,Comedy
La Ciénaga,Comedy
Corky Romano,Comedy
Read My Lips,Crime
Recess: School's Out,Animation
The Other Side of Heaven,Adventure
The Grey Zone,Drama
Novocaine,Comedy
Charlotte Gray,Drama
The Curse of the Jade Scorpion,Comedy
Spider-Man,Action
The Sum of All Fears,Action
8 Mile,Drama
The Pianist,Biography
Harry Potter and the Chamber of Secrets,Adventure
The Lord of the Rings: The Two Towers,Action
Road to Perdition,Crime
Resident Evil,Action
Catch Me If You Can,Biography
28 Days Later...,Drama
City of God,Crime
Irreversible,Crime
The Ring,Horror
Signs,Drama
The Bourne Identity,Action
Star Wars: Episode II - Attack of the Clones,Action
Secretary,Comedy
Scooby-Doo,Adventure
Reign of Fire,Action
Minority Report,Action
Austin Powers in Goldmember,Action
Red Dragon,Crime
Gangs of New York,Crime
The Importance of Being Earnest,Comedy
Sweet Home Alabama,Comedy
The Count of Monte Cristo,Action
The Hot Chick,Comedy
Adaptation.,Comedy
Unfaithful,Drama
Ice Age,Animation
Panic Room,Crime
Insomnia,Drama
Men in Black II,Action
Lilo & Stitch,Animation
Chicago,Comedy
A Walk to Remember,Drama
Treasure Planet,Animation
My Big Fat Greek Wedding,Comedy
We Were Soldiers,Action
The Sweetest Thing,Comedy
xXx,Action
Equilibrium,Action
The Scorpion King,Action
Punch-Drunk Love,Comedy
Die Another Day,Action
The Time Machine,Action
Bend It Like Beckham,Comedy
The Transporter,Action
Blue Crush,Drama
Ghost Ship,Horror
Van Wilder,Comedy
Maid in Manhattan,Comedy
Spirit: Stallion of the Cimarron,Animation
Blade II,Action
Frida,Biography
Phone Booth,Crime
About a Boy,Comedy
Confessions of a Dangerous Mind,Biography
Kung Pow: Enter the Fist,Action
Hero,Action
Star Trek: Nemesis,Action
Eight Legged Freaks,Action
Queen of the Damned,Drama
Femme Fatale,Crime
The Hours,Drama
40 Days and 40 Nights,Comedy
One Hour Photo,Drama
Cabin Fever,Horror
Secret Things,Comedy
The New Guy,Comedy
Orange County,Comedy
Mr. Deeds,Comedy
Devdas,Drama
John Q,Crime
Crossroads,Comedy
25th Hour,Drama
Infernal Affairs,Action
Solaris,Drama
Like Mike,Comedy
The Rules of Attraction,Comedy
I Spy,Action
The Mothman Prophecies,Drama
Antwone Fisher,Biography
The Good Girl,Drama
Spun,Comedy
Sympathy for Mr. Vengeance,Crime
Enough,Crime
High Crimes,Crime
Two Weeks Notice,Comedy
Death to Smoochy,Comedy
The Four Feathers,Action
Better Luck Tomorrow,Crime
Big Fat Liar,Adventure
About Schmidt,Comedy
The Master of Disguise,Adventure
Drumline,Comedy
Halloween: Resurrection,Horror
Windtalkers,Action
Friday After Next,Comedy
Eye See You,Crime
Undercover Brother,Action
Spy Kids 2: Island of Lost Dreams,Action
Tuck Everlasting,Drama
The Rookie,Drama
Murder by Numbers,Crime
Hart's War,Drama
Asterix & Obelix: Mission Cleopatra,Adventure
Swept Away,Comedy
May,Comedy
Dragonfly,Drama
Juwanna Mann,Comedy
Divine Secrets of the Ya-Ya Sisterhood,Drama
Dirty Pretty Things,Crime
Paid in Full,Action
The Tuxedo,Action
Swimfan,Drama
Talk to Her,Drama
Lilya 4-Ever,Crime
Serving Sara,Comedy
K-19: The Widowmaker,Drama
Stuart Little 2,Animation
Igby Goes Down,Comedy
24 Hour Party People,Biography
Rollerball,Action
Changing Lanes,Drama
White Oleander,Drama
Below,Action
Big Trouble,Comedy
Far from Heaven,Drama
Bubba Ho-Tep,Comedy
S1m0ne,Comedy
Auto Focus,Biography
Blood Work,Action
Collateral Damage,Action
Undisputed,Action
The Salton Sea,Crime
Ju-on: The Grudge,Horror
Barbershop,Comedy
Whale Rider,Drama
Rabbit-Proof Fence,Adventure
Trapped,Action
Narc,Crime
In America,Drama
Dark Blue,Crime
Dahmer,Biography
Boat Trip,Comedy
The Magdalene Sisters,Drama
Nicholas Nickleby,Adventure
Bad Company,Action
8 Women,Comedy
Spider,Drama
Snow Dogs,Adventure
The Quiet American,Drama
The Santa Clause 2,Comedy
Laurel Canyon,Drama
Slackers,Comedy
Sorority Boys,Comedy
The Country Bears,Comedy
All About the Benjamins,Action
Abandon,Drama
Gerry,Adventure
The Spanish Apartment,Comedy
Clockstoppers,Action
Pumpkin,Comedy
Peter Pan 2: Return to Never Land,Animation
Russian Ark,Drama
Poolhall Junkies,Comedy
Feardotcom,Crime
Morvern Callar,Drama
No Good Deed,Crime
Darkness,Horror
Analyze That,Comedy
The Banger Sisters,Comedy
Demonlover,Drama
The Wild Thornberrys,Animation
The Adventures of Pluto Nash,Action
Bloody Sunday,Drama
Eight Crazy Nights,Animation
Full Frontal,Comedy
Moonlight Mile,Drama
Half Past Dead,Action
Life or Something Like It,Comedy
Showtime,Action
Open Hearts,Drama
Ted Bundy,Biography
Sex Is Comedy,Comedy
Ballistic: Ecks vs. Sever,Action
Brown Sugar,Comedy
Deuces Wild,Action
Pinocchio,Comedy
The Emperor's Club,Drama
All or Nothing,Drama
Sweet Sixteen,Crime
Real Women Have Curves,Comedy
The Crocodile Hunter: Collision Course,Action
Possession,Drama
City by the Sea,Crime
Heaven,Crime
XX/XY,Drama
Sonny,Crime
Kill Bill: Vol. 1,Action
Pirates of the Caribbean: the Curse of the Black Pearl,Action
The Lord of the Rings: The Return of the King,Action
Old School,Comedy
Mystic River,Crime
Love Actually,Comedy
The Life of David Gale,Crime
2 Fast 2 Furious,Action
Underworld,Action
Oldboy,Action
Lost in Translation,Comedy
Looney Tunes: Back in Action,Animation
Big Fish,Adventure
The Matrix Reloaded,Action
The Dreamers,Drama
Memories of Murder,Crime
Finding Nemo,Animation
Hulk,Action
School of Rock,Comedy
Thirteen,Drama
Wrong Turn,Horror
The Italian Job,Action
Terminator 3: Rise of the Machines,Action
Peter Pan,Adventure
Monster,Biography
The Matrix Revolutions,Action
Daredevil,Action
Master and Commander: the Far Side of the World,Action
The Missing,Adventure
The Room,Drama
The Texas Chainsaw Massacre,Crime
S.W.A.T.,Action
The Last Samurai,Action
Holes,Adventure
Timeline,Action
X2: X-Men United,Action
The Rundown,Action
House of 1000 Corpses,Horror
Identity,Mystery
Once Upon a Time in Mexico,Action
Swimming Pool,Crime
Cold Mountain,Adventure
Cheaper by the Dozen,Comedy
In the Cut,Mystery
Secondhand Lions,Comedy
Scary Movie 3,Comedy
How to Lose a Guy in 10 Days,Comedy
The League of Extraordinary Gentlemen,Action
What a Girl Wants,Comedy
Bad Boys II,Action
Open Range,Action
Mona Lisa Smile,Drama
Freddy vs. Jason,Action
Bruce Almighty,Comedy
Dogville,Crime
Elf,Adventure
Freaky Friday,Comedy
Charlie's Angels: Full Throttle,Action
Legally Blonde 2,Comedy
Dickie Roberts: Former Child Star,Comedy
Anger Management,Comedy
Open Water,Adventure
Something's Gotta Give,Comedy
Girl with a Pearl Earring,Biography
The Cat in the Hat,Adventure
Brother Bear,Animation
The Brown Bunny,Drama
Tears of the Sun,Action
Final Destination 2,Horror
21 Grams,Crime
Intolerable Cruelty,Comedy
Johnny English,Action
The Hunted,Action
Matchstick Men,Comedy
Under the Tuscan Sun,Comedy
Seabiscuit,Drama
American Wedding,Comedy
Just Married,Comedy
High Tension,Horror
Lara Croft Tomb Raider: The Cradle of Life,Action
Elephant,Crime
Darkness Falls,Fantasy
Spy Kids 3-D: Game Over,Action
Gigli,Comedy
Out of Time,Crime
The Core,Action
Dumb and Dumberer: When Harry Met Lloyd,Comedy
Runaway Jury,Crime
Jeepers Creepers 2,Horror
Shanghai Knights,Action
Dreamcatcher,Drama
"Spring, Summer, Fall, Winter... and Spring",Drama
Daddy Day Care,Comedy
Paycheck,Action
Duplex,Comedy
Honey,Drama
Wonderland,Crime
The Haunted Mansion,Comedy
Sinbad: Legend of the Seven Seas,Animation
House of the Dead,Action
Gods and Generals,Biography
House of Sand and Fog,Crime
A Man Apart,Action
The Station Agent,Comedy
Good Bye Lenin!,Comedy
Basic,Action
The Human Stain,Drama
Grind,Adventure
Gothika,Horror
Agent Cody Banks,Action
Ong-Bak: The Thai Warrior,Action
Bad Santa,Comedy
Shattered Glass,Drama
The Lizzie McGuire Movie,Adventure
The Cooler,Drama
Cradle 2 the Grave,Action
Uptown Girls,Comedy
A Mighty Wind,Comedy
Cold Creek Manor,Drama
Calendar Girls,Comedy
Kal Ho Naa Ho,Comedy
View from the Top,Comedy
Malibu's Most Wanted,Comedy
Kangaroo Jack,Action
The Return,Drama
Radio,Biography
The Recruit,Action
Coffee and Cigarettes,Comedy
Young Adam,Crime
Hollywood Homicide,Action
Evil,Drama
National Security,Action
The Triplets of Belleville,Animation
Untold Scandal,Drama
Twentynine Palms,Drama
Stuck on You,Comedy
Ned Kelly,Action
Tokyo Godfathers,Animation
Dorm Daze,Comedy
The Blind Swordsman: Zatoichi,Action
Bright Young Things,Comedy
Love Me If You Dare,Comedy
Bulletproof Monk,Action
Down with Love,Comedy
Biker Boyz,Action
The Green Butchers,Comedy
The Medallion,Action
American Splendor,Biography
The Shape of Things,Comedy
Party Monster,Biography
Bringing Down the House,Comedy
Willard,Drama
Love Don't Cost a Thing,Comedy
The Best of Youth,Drama
The in-Laws,Action
Confidence,Crime
Latter Days,Comedy
Beyond Borders,Adventure
It Runs in the Family,Comedy
Chasing Papi,Comedy
The Fighting Temptations,Comedy
Anything Else,Comedy
I Capture the Castle,Drama
Camp,Comedy
The Jungle Book 2,Animation
My Boss's Daughter,Comedy
A Guy Thing,Comedy
Intermission,Comedy
All the Real Girls,Drama
From Justin to Kelly,Comedy
Owning Mahowny,Crime
Head of State,Comedy
The Singing Detective,Comedy
Pieces of April,Comedy
Code 46,Drama
Time of the Wolf,Drama
Barely Legal,Comedy
Nathalie...,Drama
The Order,Horror
Gozu,Crime
Veronica Guerin,Biography
Shade,Crime
The Mother,Drama
Sylvia,Biography
Rugrats Go Wild,Animation
The Divorce,Comedy
Luther,Biography
Pride and Prejudice,Comedy
Saints and Soldiers,Action
Carandiru,Drama
Taxi 3,Action
My Life Without Me,Drama
The Company,Drama
The Barbarian Invasions,Comedy
Good Boy,Comedy
The United States of Leland,Drama
How to Deal,Comedy
It's All About Love,Drama
Masked and Anonymous,Comedy
Control,Comedy
The Girl Next Door,Comedy
EuroTrip,Comedy
Dodgeball: A True Underdog Story,Comedy
White Chicks,Comedy
Mean Girls,Comedy
Harry Potter and the Prisoner of Azkaban,Adventure
Troy,Drama
Eternal Sunshine of the Spotless Mind,Drama
Kill Bill: Vol. 2,Action
The Notebook,Drama
The Terminal,Comedy
Van Helsing,Action
The Incredibles,Animation
Saw,Horror
Collateral,Crime
The Aviator,Biography
Spider-Man 2,Action
The Punisher,Action
"I, Robot",Action
Howl's Moving Castle,Animation
Spanglish,Comedy
Million Dollar Baby,Drama
Shaun of the Dead,Comedy
The Village,Drama
My Summer of Love,Drama
The Butterfly Effect,Drama
The Day After Tomorrow,Action
Layer Cake,Action
Napoleon Dynamite,Comedy
50 First Dates,Comedy
Man on Fire,Action
Downfall,Biography
13 Going on 30,Comedy
Shrek 2,Animation
Crash,Crime
The Bourne Supremacy,Action
Dawn of the Dead,Action
The Passion of the Christ,Drama
Resident Evil: Apocalypse,Action
Hellboy,Action
Anchorman: The Legend of Ron Burgundy,Comedy
Walking Tall,Action
The Life Aquatic with Steve Zissou,Action
A Series of Unfortunate Events,Adventure
The Machinist,Drama
The Phantom of the Opera,Drama
Closer,Drama
National Treasure,Action
Alexander,Action
The Chronicles of Riddick,Action
9 Songs,Drama
The Manchurian Candidate,Drama
King Arthur,Action
Ocean's Twelve,Crime
Harold & Kumar Go to White Castle,Adventure
Blade: Trinity,Action
Alien vs. Predator,Action
Meet the Fockers,Comedy
Sideways,Comedy
Friday Night Lights,Action
Starsky & Hutch,Comedy
Shark Tale,Animation
Before Sunset,Drama
Ella Enchanted,Comedy
Primer,Drama
A Cinderella Story,Comedy
Along Came Polly,Comedy
Somersault,Drama
The SpongeBob SquarePants Movie,Animation
Scooby-Doo 2: Monsters Unleashed,Adventure
The Ladykillers,Comedy
Hotel Rwanda,Biography
Taking Lives,Crime
Kung Fu Hustle,Action
The Perfect Score,Comedy
Garden State,Comedy
The Princess Diaries 2: Royal Engagement,Comedy
Twisted,Crime
Catwoman,Action
Seed of Chucky,Comedy
2046,Drama
Torque,Action
Ray,Biography
Chasing Liberty,Comedy
Secret Window,Drama
Bride & Prejudice,Comedy
Finding Neverland,Biography
Team America: World Police,Action
Sleepover,Comedy
The Grudge,Horror
Around the World in 80 Days,Action
Wimbledon,Comedy
The Adventures of Sharkboy and Lavagirl 3-D,Action
The Polar Express,Animation
Without a Paddle,Adventure
Miracle,Biography
Mindhunters,Crime
Mysterious Skin,Drama
The Prince and Me,Comedy
Taxi,Action
Wicker Park,Drama
Cellular,Action
Kinsey,Biography
Anacondas: The Hunt for the Blood Orchid,Action
The Heart Is Deceitful Above All Things,Drama
Confessions of a Teenage Drama Queen,Comedy
Raising Helen,Comedy
Fat Albert,Comedy
Sky Captain and the World of Tomorrow,Action
The Final Cut,Drama
The Stepford Wives,Comedy
Shall We Dance,Comedy
House of Flying Daggers,Action
District B13,Action
Dead Man's Shoes,Crime
After the Sunset,Action
A Very Long Engagement,Drama
The Forgotten,Drama
Flight of the Phoenix,Action
Saved!,Comedy
Garfield,Animation
In Good Company,Comedy
First Daughter,Comedy
Jersey Girl,Comedy
The Alamo,Drama
A Love Song for Bobby Long,Drama
Raise Your Voice,Family
Hidalgo,Action
Bridget Jones: The Edge of Reason,Comedy
Mean Creek,Crime
Dirty Dancing: Havana Nights,Drama
D.E.B.S.,Action
The Motorcycle Diaries,Adventure
Club Dread,Comedy
Eros,Drama
Bad Education,Crime
Soul Plane,Comedy
3-Iron,Crime
Thunderbirds,Action
New York Minute,Comedy
Birth,Drama
Vanity Fair,Drama
Exorcist: the Beginning,Horror
A Dirty Shame,Comedy
Swades,Drama
I Heart Huckabees,Comedy
The Sea Inside,Biography
The Door in the Floor,Comedy
The Whole Ten Yards,Comedy
Envy,Comedy
Alfie,Comedy
Superbabies: Baby Geniuses 2,Comedy
Nobody Knows,Drama
Black Friday,Action
Johnson Family Vacation,Comedy
The Chorus,Comedy
The Woodsman,Drama
Three... Extremes,Horror
Spartan,Action
Home on the Range,Animation
Christmas with the Kranks,Comedy
Win a Date with Tad Hamilton!,Comedy
Night Watch,Action
The Merchant of Venice,Drama
Ladder 49,Action
The Libertine,Biography
Ma mère,Drama
You Got Served,Drama
A Good Woman,Drama
Beyond the Sea,Biography
Ladies in Lavender,Drama
Eulogy,Comedy
Before the Fall,Drama
Saving Face,Comedy
The Big Bounce,Comedy
Veer-Zaara,Drama
Little Black Book,Comedy
Laws of Attraction,Comedy
Undertow,Drama
Head in the Clouds,Drama
Maria Full of Grace,Crime
Vera Drake,Crime
Millions,Comedy
It's All Gone Pete Tong,Biography
Catch That Kid,Action
Lakshya,Action
Main Hoon Na,Action
Tae Guk Gi: The Brotherhood of War,Action
Lila dit ça,Crime
Five Times Two,Drama
She Hate Me,Comedy
Mind Game,Animation
As It Is in Heaven,Comedy
Palindromes,Comedy
Dhoom,Action
Welcome to Mooseport,Comedy
Ghost in the Shell 2: Innocence,Animation
Clifford's Really Big Movie,Animation
Summer Storm,Comedy
Melinda and Melinda,Comedy
Harry Potter and the Goblet of Fire,Adventure
The 40-Year-Old Virgin,Comedy
Memoirs of a Geisha,Drama
Pride & Prejudice,Drama
Batman Begins,Action
The Descent,Adventure
Brokeback Mountain,Drama
Sin City,Crime
Charlie and the Chocolate Factory,Adventure
V for Vendetta,Action
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure
Wedding Crashers,Comedy
War of the Worlds,Adventure
Kingdom of Heaven,Action
Constantine,Action
Star Wars: Episode III - Revenge of the Sith,Action
King Kong,Action
The Hitchhiker's Guide to the Galaxy,Adventure
Fantastic Four,Action
Green Street Hooligans,Crime
Serenity,Action
Mr. & Mrs. Smith,Action
The Island,Action
Waiting...,Comedy
Match Point,Drama
Hostel,Horror
Sky High,Adventure
Assault on Precinct 13,Action
Madagascar,Animation
Hard Candy,Drama
The Sisterhood of the Traveling Pants,Comedy
The Longest Yard,Comedy
Red Eye,Thriller
House of Wax,Horror
Four Brothers,Action
The Dukes of Hazzard,Comedy
The Interpreter,Crime
Walk the Line,Biography
Lords of Dogtown,Biography
Munich,Action
Kiss Kiss Bang Bang,Comedy
The Constant Gardener,Drama
The Pacifier,Action
A History of Violence,Drama
The Devil's Rejects,Horror
Hitch,Comedy
Mirrormask,Adventure
Rent,Drama
Robots,Animation
Jarhead,Action
Into the Blue,Action
Saw II,Horror
Revolver,Action
Flightplan,Drama
Coach Carter,Biography
Dark Water,Drama
Lord of War,Action
Zathura: A Space Adventure,Action
The Quiet,Crime
The Amityville Horror,Horror
Be Cool,Comedy
Just Friends,Comedy
"Yours, Mine & Ours",Comedy
Cinderella Man,Biography
Nanny McPhee,Comedy
The Brothers Grimm,Action
Sahara,Action
Corpse Bride,Animation
Transporter 2,Action
Two for the Money,Crime
The New World,Biography
Brick,Action
Wolf Creek,Horror
Breakfast on Pluto,Comedy
The Exorcism of Emily Rose,Drama
Elektra,Action
Doom,Action
The Legend of Zorro,Action
Cheaper by the Dozen 2,Adventure
Æon Flux,Action
Son of the Mask,Comedy
Rumor Has It...,Comedy
The Producers,Comedy
The Ringer,Comedy
Kicking & Screaming,Comedy
The Cave,Action
Lady Vengeance,Crime
Broken Flowers,Comedy
Fun with Dick and Jane,Comedy
Imagine Me & You,Comedy
The Family Stone,Comedy
Just Like Heaven,Comedy
Capote,Biography
The Skeleton Key,Drama
The Squid and the Whale,Comedy
Land of the Dead,Horror
Man of the House,Comedy
Elizabethtown,Comedy
Chicken Little,Animation
Monster-in-Law,Comedy
Domino,Action
The Ring Two,Horror
London,Drama
Deuce Bigalow: European Gigolo,Comedy
Harsh Times,Action
Diary of a Mad Black Woman,Comedy
Herbie Fully Loaded,Adventure
Wallace & Gromit: The Curse of the Were-Rabbit,Animation
Casanova,Adventure
The Jacket,Drama
The Wedding Date,Comedy
Thank You for Smoking,Comedy
Hide and Seek,Drama
Cursed,Comedy
Miss Congeniality 2: Armed & Fabulous,Action
Bad News Bears,Comedy
Fever Pitch,Comedy
Kinky Boots,Comedy
xXx: State of the Union,Action
Syriana,Drama
North Country,Drama
Derailed,Crime
Romance & Cigarettes,Comedy
The Perfect Man,Comedy
Unleashed,Action
Hostage,Action
The Greatest Game Ever Played,Biography
Caché (Hidden),Drama
Get Rich or Die Tryin',Biography
Bewitched,Comedy
Hoodwinked,Animation
Adam's Apples,Comedy
BloodRayne,Action
The Three Burials of Melquiades Estrada,Adventure
Feast,Action
Goal! The Dream Begins,Adventure
The Notorious Bettie Page,Biography
Man-Thing,Action
"Good Night, and Good Luck.",Biography
Ice Princess,Comedy
A Lot Like Love,Comedy
Cry Wolf,Drama
The Proposition,Crime
The World's Fastest Indian,Biography
Stealth,Action
Hustle & Flow,Crime
The Matador,Comedy
In Her Shoes,Comedy
The Fog,Horror
Because of Winn-Dixie,Comedy
Where the Truth Lies,Crime
Must Love Dogs,Comedy
Guess Who,Comedy
The Ballad of Jack and Rose,Drama
Stay,Drama
The Great Raid,Action
Venom,Horror
Tideland,Drama
Roll Bounce,Comedy
Alone in the Dark,Action
An American Haunting,Drama
Supercross,Action
Oliver Twist,Crime
White Noise,Drama
Are We There Yet?,Adventure
The Protector,Action
Proof,Drama
Last Days,Drama
Racing Stripes,Adventure
A Sound of Thunder,Action
The Weather Man,Comedy
Keeping Mum,Comedy
Angel-A,Comedy
An Unfinished Life,Drama
Boogeyman,Drama
Fierce People,Drama
Asylum,Drama
Me and You and Everyone We Know,Comedy
Transamerica,Adventure
The Lost City,Drama
Beauty Shop,Comedy
The Upside of Anger,Comedy
The Chumscrubber,Comedy
The Man,Action
Valiant,Animation
Prime,Comedy
Manderlay,Drama
Junebug,Comedy
Dominion,Drama
Battle in Heaven,Crime
Little Manhattan,Comedy
Dreamer,Drama
Black,Drama
Factotum,Comedy
Beowulf & Grendel,Action
Joyeux Noel,Drama
Dirty Love,Comedy
Everything Is Illuminated,Comedy
Thumbsucker,Comedy
Rebound,Comedy
The Departed,Crime
The Fast and the Furious: Tokyo Drift,Action
Talladega Nights: the Ballad of Ricky Bobby,Comedy
The Prestige,Drama
Cars,Animation
300,Action
The Devil Wears Prada,Comedy
Casino Royale,Action
Pan's Labyrinth,Drama
Pirates of the Caribbean: Dead Man's Chest,Action
Idiocracy,Adventure
Apocalypto,Action
She's the Man,Comedy
Little Children,Drama
Children of Men,Adventure
The Da Vinci Code,Mystery
The Pursuit of Happyness,Biography
Little Miss Sunshine,Comedy
The Last King of Scotland,Biography
Blood Diamond,Adventure
The Lives of Others,Drama
Night at the Museum,Adventure
Mission: Impossible III,Action
Marie Antoinette,Biography
Inside Man,Crime
Running Scared,Action
Accepted,Comedy
Superman Returns,Action
Slither,Comedy
Nacho Libre,Comedy
The Covenant,Action
The Hills Have Eyes,Horror
The Fountain,Drama
X-Men: the Last Stand,Action
Underworld: Evolution,Action
Click,Comedy
The Holiday,Comedy
Silent Hill,Horror
Basic Instinct 2,Drama
The Black Dahlia,Crime
Perfume: The Story of a Murderer,Crime
Lucky Number Slevin,Crime
Smokin' Aces,Action
This Is England,Crime
Cashback,Comedy
Deja Vu,Action
Grandma's Boy,Comedy
RV,Adventure
Tenacious D in the Pick of Destiny,Adventure
Black Book,Drama
Stick It,Comedy
Step Up,Crime
The Host,Action
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy
Snakes on a Plane,Action
Lady in the Water,Drama
Crank,Action
The Illusionist,Drama
Over the Hedge,Animation
Final Destination 3,Horror
Stranger Than Fiction,Comedy
Alpha Dog,Biography
Aquamarine,Comedy
Scary Movie 4,Comedy
The Fall,Adventure
John Tucker Must Die,Comedy
The Good Shepherd,Drama
Rocky Balboa,Action
Eragon,Action
Dreamgirls,Drama
The Queen,Biography
Babel,Drama
A Good Year,Comedy
Miami Vice,Action
Saw III,Crime
Happy Feet,Animation
The Texas Chainsaw Massacre: the Beginning,Horror
Black Snake Moan,Drama
Paprika,Animation
Monster House,Animation
Scoop,Comedy
World Trade Center,Drama
Employee of the Month,Comedy
Little Man,Comedy
The Benchwarmers,Comedy
Poseidon,Action
Flushed Away,Animation
The Guardian,Action
Rescue Dawn,Action
When a Stranger Calls,Horror
A Scanner Darkly,Animation
DOA: Dead or Alive,Action
Shortbus,Comedy
Catch and Release,Comedy
The Break-Up,Comedy
Tell No One,Crime
United 93,Action
The Pink Panther,Adventure
Letters from Iwo Jima,Action
Southland Tales,Comedy
Inland Empire,Drama
Flags of Our Fathers,Action
Failure to Launch,Comedy
Clerks II,Comedy
16 Blocks,Action
My Super Ex-Girlfriend,Comedy
Tristan + Isolde,Action
The Lake House,Drama
The Wicker Man,Horror
Open Season,Animation
Charlotte's Web,Adventure
